deal_ref,client_ref,event_time,item_code,item_label,grouping,qty,price,amount,value,territory,source,owner,status
D-302299,CL-7474,2024-12-09,SKU-101,CRM Pro,Software,19,573,10887,10919,NA,Partner,Agent_6,Lost
D-302300,CL-4288,2024-02-28,SKU-102,Analytics Suite,Software,7,386,2702,2707,NA,Web,Agent_7,Won
D-302301,CL-4036,2023-01-30,SKU-102,Analytics Suite,Software,23,540,12420,12382,NA,Web,Agent_4,Won
D-302302,CL-6185,2024-10-09,SKU-201,POS Terminal,Hardware,19,1699,32281,32233,APAC,Partner,Agent_9,Won
D-302303,CL-2777,2024-03-03,SKU-102,Analytics Suite,Software,13,932,12116,12143,APAC,ColdCall,Agent_3,Closed
D-302304,CL-2697,2024-08-18,SKU-102,Analytics Suite,Software,5,1715,8575,8607,NA,Partner,Agent_6,Closed
D-302305,CL-2644,2024-02-08,SKU-101,CRM Pro,Software,22,318,6996,7019,NA,Partner,Agent_3,Closed
D-302306,CL-4429,2024-09-22,SKU-201,POS Terminal,Hardware,22,217,4774,4768,APAC,Partner,Agent_4,Closed
D-302307,CL-2084,2024-11-02,SKU-102,Analytics Suite,Software,7,1374,9618,9644,EU,Web,Agent_7,Won
D-302308,CL-2951,2023-12-06,SKU-102,Analytics Suite,Software,23,130,2990,3037,EU,Web,Agent_3,Closed
D-302309,CL-4139,2024-08-19,SKU-101,CRM Pro,Software,5,869,4345,4392,NA,Partner,Agent_9,Lost
D-302310,CL-3643,2024-02-09,SKU-101,CRM Pro,Software,16,979,15664,15646,APAC,Partner,Agent_7,Closed
D-302311,CL-5421,2024-01-29,SKU-201,POS Terminal,Hardware,21,205,4305,4260,NA,ColdCall,Agent_2,Won
D-302312,CL-3369,2023-11-30,SKU-102,Analytics Suite,Software,22,1179,25938,25969,NA,Web,Agent_11,Closed
D-302313,CL-2701,2024-05-14,SKU-102,Analytics Suite,Software,2,559,1118,1160,EU,Web,Agent_3,Won
D-302314,CL-6828,2023-05-27,SKU-201,POS Terminal,Hardware,2,1357,2714,2670,NA,Partner,Agent_2,Won
D-302315,CL-3357,2024-04-07,SKU-102,Analytics Suite,Software,6,1551,9306,9302,APAC,Web,Agent_5,Closed
D-302316,CL-3204,2024-09-30,SKU-201,POS Terminal,Hardware,24,1258,30192,30240,APAC,ColdCall,Agent_10,Won
D-302317,CL-6584,2024-03-11,SKU-201,POS Terminal,Hardware,20,993,19860,19863,NA,ColdCall,Agent_5,Lost
D-302318,CL-4036,2023-11-20,SKU-101,CRM Pro,Software,16,1262,20192,20154,NA,Web,Agent_7,Lost
D-302319,CL-3754,2024-03-20,SKU-201,POS Terminal,Hardware,7,887,6209,6246,EU,Web,Agent_10,Closed
D-302320,CL-6162,2023-05-09,SKU-102,Analytics Suite,Software,1,1362,1362,1337,EU,Web,Agent_9,Closed
D-302321,CL-5823,2023-02-12,SKU-201,POS Terminal,Hardware,18,403,7254,7235,EU,ColdCall,Agent_10,Won
D-302322,CL-6822,2024-12-29,SKU-102,Analytics Suite,Software,1,1118,1118,1141,EU,Partner,Agent_2,Closed
D-302323,CL-3915,2023-11-22,SKU-102,Analytics Suite,Software,8,328,2624,2619,APAC,Partner,Agent_9,Won
D-302324,CL-3114,2024-03-01,SKU-201,POS Terminal,Hardware,17,290,4930,4945,APAC,Partner,Agent_10,Closed
D-302325,CL-5544,2024-02-11,SKU-102,Analytics Suite,Software,16,1572,25152,25126,NA,Partner,Agent_7,Won
D-302326,CL-2894,2023-04-20,SKU-101,CRM Pro,Software,2,1396,2792,2799,NA,Web,Agent_6,Closed
D-302327,CL-6779,2024-11-08,SKU-101,CRM Pro,Software,8,241,1928,1899,EU,Partner,Agent_5,Lost
D-302328,CL-3286,2024-03-22,SKU-201,POS Terminal,Hardware,5,724,3620,3574,EU,Partner,Agent_2,Lost
D-302329,CL-5632,2024-09-13,SKU-102,Analytics Suite,Software,5,1128,5640,5592,APAC,Partner,Agent_8,Closed
D-302330,CL-4281,2023-10-22,SKU-101,CRM Pro,Software,18,1464,26352,26312,EU,ColdCall,Agent_5,Lost
D-302331,CL-6303,2024-05-31,SKU-201,POS Terminal,Hardware,2,942,1884,1846,NA,Web,Agent_3,Closed
D-302332,CL-3542,2024-04-01,SKU-101,CRM Pro,Software,12,1470,17640,17664,NA,Web,Agent_9,Lost
D-302333,CL-2180,2024-03-13,SKU-201,POS Terminal,Hardware,7,1185,8295,8313,APAC,Partner,Agent_10,Lost
D-302334,CL-3342,2024-12-06,SKU-101,CRM Pro,Software,17,262,4454,4446,NA,Partner,Agent_9,Closed
D-302335,CL-6898,2024-07-30,SKU-201,POS Terminal,Hardware,1,849,849,876,EU,Web,Agent_10,Lost
D-302336,CL-5037,2024-04-02,SKU-201,POS Terminal,Hardware,4,899,3596,3556,APAC,Partner,Agent_10,Lost
D-302337,CL-6297,2023-08-28,SKU-102,Analytics Suite,Software,24,783,18792,18773,APAC,Partner,Agent_3,Closed
D-302338,CL-6682,2024-08-31,SKU-201,POS Terminal,Hardware,11,1176,12936,12980,NA,Web,Agent_3,Lost
D-302339,CL-4985,2024-11-16,SKU-102,Analytics Suite,Software,20,1760,35200,35209,APAC,Partner,Agent_4,Closed
D-302340,CL-5808,2023-10-04,SKU-102,Analytics Suite,Software,10,1540,15400,15435,EU,ColdCall,Agent_1,Won
D-302341,CL-3680,2024-09-24,SKU-201,POS Terminal,Hardware,1,531,531,570,NA,Web,Agent_2,Closed
D-302342,CL-3044,2024-07-15,SKU-201,POS Terminal,Hardware,8,275,2200,2238,NA,ColdCall,Agent_7,Lost
D-302343,CL-5078,2023-02-07,SKU-102,Analytics Suite,Software,12,1665,19980,19996,EU,ColdCall,Agent_8,Won
D-302344,CL-3472,2023-05-12,SKU-102,Analytics Suite,Software,3,1782,5346,5373,NA,Partner,Agent_3,Closed
D-302345,CL-2047,2023-10-06,SKU-101,CRM Pro,Software,8,742,5936,5954,NA,ColdCall,Agent_9,Lost
D-302346,CL-5362,2023-02-12,SKU-101,CRM Pro,Software,6,762,4572,4621,APAC,ColdCall,Agent_1,Lost
D-302347,CL-5390,2023-10-17,SKU-201,POS Terminal,Hardware,12,889,10668,10681,NA,Partner,Agent_6,Closed
D-302348,CL-7140,2023-12-27,SKU-201,POS Terminal,Hardware,12,547,6564,6609,EU,ColdCall,Agent_2,Won
D-302349,CL-3179,2024-05-03,SKU-201,POS Terminal,Hardware,12,280,3360,3393,EU,Partner,Agent_3,Closed
D-302350,CL-7435,2024-01-07,SKU-101,CRM Pro,Software,1,1315,1315,1364,NA,ColdCall,Agent_9,Lost
D-302351,CL-4706,2024-01-02,SKU-101,CRM Pro,Software,2,1406,2812,2857,APAC,Partner,Agent_8,Lost
D-302352,CL-2462,2023-07-01,SKU-201,POS Terminal,Hardware,22,351,7722,7768,EU,Web,Agent_5,Won
D-302353,CL-7903,2024-12-18,SKU-102,Analytics Suite,Software,14,801,11214,11178,NA,ColdCall,Agent_5,Lost
D-302354,CL-2971,2023-10-02,SKU-201,POS Terminal,Hardware,14,629,8806,8778,EU,Partner,Agent_9,Lost
D-302355,CL-3330,2024-01-25,SKU-102,Analytics Suite,Software,10,518,5180,5190,NA,ColdCall,Agent_5,Won
D-302356,CL-5352,2024-07-10,SKU-101,CRM Pro,Software,3,270,810,798,EU,ColdCall,Agent_9,Closed
D-302357,CL-3812,2023-05-03,SKU-101,CRM Pro,Software,5,896,4480,4484,NA,Partner,Agent_7,Won
D-302358,CL-6826,2024-01-13,SKU-201,POS Terminal,Hardware,2,514,1028,1008,EU,Partner,Agent_7,Won
D-302359,CL-5506,2024-12-08,SKU-101,CRM Pro,Software,20,393,7860,7865,NA,Partner,Agent_10,Lost
D-302360,CL-4041,2024-07-02,SKU-102,Analytics Suite,Software,5,1316,6580,6563,EU,Partner,Agent_2,Closed
D-302361,CL-7114,2024-10-25,SKU-102,Analytics Suite,Software,7,1694,11858,11828,NA,Web,Agent_1,Won
D-302362,CL-3372,2024-03-17,SKU-101,CRM Pro,Software,23,343,7889,7931,NA,ColdCall,Agent_2,Won
D-302363,CL-7683,2023-12-30,SKU-201,POS Terminal,Hardware,12,536,6432,6439,NA,Web,Agent_3,Won
D-302364,CL-2359,2023-08-14,SKU-102,Analytics Suite,Software,16,230,3680,3674,APAC,Web,Agent_7,Closed
D-302365,CL-7640,2023-09-13,SKU-101,CRM Pro,Software,12,650,7800,7754,NA,ColdCall,Agent_8,Won
D-302366,CL-4824,2023-07-13,SKU-102,Analytics Suite,Software,14,1290,18060,18097,APAC,Web,Agent_5,Won
D-302367,CL-5071,2023-06-06,SKU-101,CRM Pro,Software,25,336,8400,8381,EU,Web,Agent_10,Lost
D-302368,CL-5022,2023-01-06,SKU-101,CRM Pro,Software,11,439,4829,4808,APAC,Web,Agent_3,Won
D-302369,CL-5540,2024-09-08,SKU-102,Analytics Suite,Software,20,1034,20680,20729,APAC,Partner,Agent_1,Won
D-302370,CL-3781,2024-04-24,SKU-101,CRM Pro,Software,11,674,7414,7444,EU,ColdCall,Agent_5,Won
D-302371,CL-7712,2023-03-20,SKU-101,CRM Pro,Software,9,913,8217,8261,APAC,ColdCall,Agent_2,Won
D-302372,CL-7503,2024-03-05,SKU-201,POS Terminal,Hardware,21,520,10920,10960,APAC,Web,Agent_4,Won
D-302373,CL-2633,2023-08-16,SKU-102,Analytics Suite,Software,6,1038,6228,6259,EU,ColdCall,Agent_3,Won
D-302374,CL-6346,2024-07-18,SKU-101,CRM Pro,Software,12,816,9792,9743,EU,ColdCall,Agent_2,Won
D-302375,CL-5436,2023-05-15,SKU-101,CRM Pro,Software,3,1430,4290,4285,NA,Partner,Agent_2,Closed
D-302376,CL-6071,2023-10-14,SKU-102,Analytics Suite,Software,2,1778,3556,3540,NA,Partner,Agent_5,Won
D-302377,CL-7144,2023-08-14,SKU-102,Analytics Suite,Software,18,1645,29610,29582,EU,Web,Agent_1,Lost
D-302378,CL-2699,2024-11-26,SKU-101,CRM Pro,Software,1,1371,1371,1324,APAC,Web,Agent_10,Won
D-302379,CL-4002,2024-03-31,SKU-101,CRM Pro,Software,10,1004,10040,10008,NA,Partner,Agent_10,Won
D-302380,CL-7402,2023-11-03,SKU-102,Analytics Suite,Software,10,1398,13980,13955,APAC,Partner,Agent_3,Lost
D-302381,CL-7192,2024-09-05,SKU-102,Analytics Suite,Software,15,622,9330,9380,NA,ColdCall,Agent_10,Won
D-302382,CL-6653,2024-07-07,SKU-101,CRM Pro,Software,9,140,1260,1243,NA,Web,Agent_8,Lost
D-302383,CL-5695,2023-03-24,SKU-201,POS Terminal,Hardware,16,1437,22992,22960,APAC,Partner,Agent_8,Lost
D-302384,CL-4925,2024-06-15,SKU-102,Analytics Suite,Software,18,334,6012,6029,NA,Partner,Agent_7,Lost
D-302385,CL-5732,2024-07-29,SKU-101,CRM Pro,Software,10,403,4030,4019,APAC,Partner,Agent_1,Won
D-302386,CL-2047,2023-07-18,SKU-101,CRM Pro,Software,13,359,4667,4627,APAC,Partner,Agent_8,Lost
D-302387,CL-7575,2024-01-24,SKU-201,POS Terminal,Hardware,4,1215,4860,4859,APAC,Partner,Agent_3,Closed
D-302388,CL-4540,2023-02-01,SKU-101,CRM Pro,Software,10,266,2660,2632,NA,ColdCall,Agent_6,Lost
D-302389,CL-2293,2023-08-15,SKU-102,Analytics Suite,Software,15,234,3510,3484,NA,Partner,Agent_4,Closed
D-302390,CL-3018,2023-07-18,SKU-101,CRM Pro,Software,10,1799,17990,17988,EU,ColdCall,Agent_6,Won
D-302391,CL-7224,2023-03-25,SKU-102,Analytics Suite,Software,16,567,9072,9106,EU,ColdCall,Agent_10,Lost
D-302392,CL-5971,2023-04-04,SKU-201,POS Terminal,Hardware,6,913,5478,5450,EU,Partner,Agent_1,Lost
D-302393,CL-4458,2023-05-31,SKU-101,CRM Pro,Software,10,1131,11310,11265,APAC,Web,Agent_1,Lost
D-302394,CL-5901,2023-05-29,SKU-101,CRM Pro,Software,9,1409,12681,12649,NA,ColdCall,Agent_11,Lost
D-302395,CL-2870,2024-03-06,SKU-102,Analytics Suite,Software,19,216,4104,4077,APAC,ColdCall,Agent_5,Closed
D-302396,CL-4036,2023-10-16,SKU-101,CRM Pro,Software,13,1389,18057,18062,NA,Web,Agent_8,Won
D-302397,CL-4489,2024-02-09,SKU-102,Analytics Suite,Software,25,1286,32150,32197,NA,ColdCall,Agent_11,Closed
D-302398,CL-7530,2024-02-25,SKU-101,CRM Pro,Software,21,1051,22071,22108,EU,Partner,Agent_8,Closed
D-302399,CL-6008,2024-12-28,SKU-101,CRM Pro,Software,14,653,9142,9167,APAC,ColdCall,Agent_1,Won
D-302400,CL-3478,2024-01-26,SKU-102,Analytics Suite,Software,24,347,8328,8285,EU,Partner,Agent_2,Won
D-302401,CL-2963,2024-02-24,SKU-201,POS Terminal,Hardware,16,904,14464,14485,APAC,Web,Agent_6,Closed
D-302402,CL-2904,2023-01-30,SKU-201,POS Terminal,Hardware,20,1393,27860,27899,NA,ColdCall,Agent_6,Won
D-302403,CL-7419,2023-07-10,SKU-102,Analytics Suite,Software,22,1688,37136,37169,NA,Partner,Agent_1,Won
D-302404,CL-5466,2023-04-02,SKU-101,CRM Pro,Software,19,1143,21717,21701,EU,Web,Agent_1,Lost
D-302405,CL-4605,2023-06-16,SKU-101,CRM Pro,Software,5,172,860,863,EU,Web,Agent_2,Closed
D-302406,CL-5197,2023-02-25,SKU-101,CRM Pro,Software,5,949,4745,4785,EU,Web,Agent_2,Lost
D-302407,CL-4662,2024-07-31,SKU-102,Analytics Suite,Software,19,887,16853,16813,EU,ColdCall,Agent_6,Won
D-302408,CL-4188,2024-03-19,SKU-102,Analytics Suite,Software,7,444,3108,3103,EU,ColdCall,Agent_1,Lost
D-302409,CL-7596,2023-12-29,SKU-101,CRM Pro,Software,22,371,8162,8141,NA,Web,Agent_4,Won
D-302410,CL-5760,2023-07-05,SKU-201,POS Terminal,Hardware,11,1579,17369,17414,EU,ColdCall,Agent_10,Closed
D-302411,CL-2014,2023-10-29,SKU-101,CRM Pro,Software,23,1254,28842,28840,NA,Partner,Agent_1,Closed
D-302412,CL-3993,2023-02-12,SKU-101,CRM Pro,Software,15,178,2670,2630,EU,Web,Agent_10,Lost
D-302413,CL-4819,2024-02-22,SKU-101,CRM Pro,Software,3,607,1821,1864,APAC,ColdCall,Agent_9,Won
D-302414,CL-3039,2024-07-11,SKU-201,POS Terminal,Hardware,24,1639,39336,39302,APAC,Partner,Agent_9,Closed
D-302415,CL-6983,2023-02-04,SKU-101,CRM Pro,Software,6,560,3360,3377,APAC,Partner,Agent_10,Closed
D-302416,CL-5940,2024-12-07,SKU-201,POS Terminal,Hardware,18,1592,28656,28644,APAC,Partner,Agent_1,Closed
D-302417,CL-5331,2024-08-08,SKU-102,Analytics Suite,Software,21,132,2772,2739,APAC,Partner,Agent_4,Closed
D-302418,CL-6595,2023-01-26,SKU-201,POS Terminal,Hardware,25,1720,43000,43023,NA,Web,Agent_6,Closed
D-302419,CL-7160,2023-01-04,SKU-102,Analytics Suite,Software,25,259,6475,6456,APAC,ColdCall,Agent_10,Won
D-302420,CL-7556,2024-05-01,SKU-201,POS Terminal,Hardware,21,1775,37275,37318,EU,ColdCall,Agent_11,Closed
D-302421,CL-3034,2024-07-23,SKU-201,POS Terminal,Hardware,13,1609,20917,20935,APAC,Partner,Agent_6,Lost
D-302422,CL-4953,2023-08-14,SKU-101,CRM Pro,Software,13,1352,17576,17605,EU,Partner,Agent_3,Won
D-302423,CL-6058,2023-07-10,SKU-102,Analytics Suite,Software,8,1414,11312,11270,APAC,Web,Agent_5,Closed
D-302424,CL-3813,2024-09-08,SKU-101,CRM Pro,Software,16,1671,26736,26734,APAC,Partner,Agent_1,Won
D-302425,CL-4583,2023-05-09,SKU-201,POS Terminal,Hardware,4,247,988,969,NA,Web,Agent_6,Closed
D-302426,CL-4273,2023-01-28,SKU-201,POS Terminal,Hardware,21,1018,21378,21406,NA,ColdCall,Agent_1,Lost
D-302427,CL-5061,2023-05-09,SKU-201,POS Terminal,Hardware,10,703,7030,7016,APAC,Web,Agent_6,Lost
D-302428,CL-6564,2023-09-23,SKU-101,CRM Pro,Software,25,488,12200,12185,NA,Partner,Agent_9,Won
D-302429,CL-3850,2024-11-22,SKU-201,POS Terminal,Hardware,7,625,4375,4396,EU,Web,Agent_8,Lost
D-302430,CL-4701,2023-06-06,SKU-201,POS Terminal,Hardware,11,525,5775,5755,NA,ColdCall,Agent_2,Lost
D-302431,CL-2934,2023-06-21,SKU-201,POS Terminal,Hardware,5,717,3585,3611,NA,ColdCall,Agent_9,Closed
D-302432,CL-7826,2024-06-29,SKU-102,Analytics Suite,Software,13,1741,22633,22652,NA,Partner,Agent_2,Closed
D-302433,CL-5439,2023-10-18,SKU-201,POS Terminal,Hardware,16,1006,16096,16124,NA,ColdCall,Agent_7,Won
D-302434,CL-7132,2024-02-08,SKU-101,CRM Pro,Software,19,1329,25251,25294,APAC,Partner,Agent_1,Closed
D-302435,CL-7961,2024-05-24,SKU-102,Analytics Suite,Software,11,1148,12628,12580,EU,Partner,Agent_3,Closed
D-302436,CL-7549,2024-09-21,SKU-201,POS Terminal,Hardware,23,254,5842,5825,NA,Partner,Agent_9,Closed
D-302437,CL-3353,2023-05-29,SKU-201,POS Terminal,Hardware,6,1381,8286,8315,APAC,Partner,Agent_5,Lost
D-302438,CL-5770,2024-01-20,SKU-101,CRM Pro,Software,25,1108,27700,27697,APAC,ColdCall,Agent_5,Won
D-302439,CL-6670,2024-02-25,SKU-201,POS Terminal,Hardware,19,1510,28690,28710,APAC,Web,Agent_4,Lost
D-302440,CL-4738,2023-11-15,SKU-201,POS Terminal,Hardware,4,299,1196,1179,EU,Partner,Agent_2,Lost
D-302441,CL-4135,2024-01-15,SKU-102,Analytics Suite,Software,16,962,15392,15387,APAC,Web,Agent_1,Lost
D-302442,CL-6839,2024-03-24,SKU-101,CRM Pro,Software,2,1073,2146,2171,APAC,Partner,Agent_7,Won
D-302443,CL-2244,2023-02-03,SKU-102,Analytics Suite,Software,22,1654,36388,36358,EU,Web,Agent_9,Closed
D-302444,CL-6676,2023-08-01,SKU-102,Analytics Suite,Software,21,1139,23919,23967,EU,Web,Agent_1,Lost
D-302445,CL-2193,2024-01-21,SKU-101,CRM Pro,Software,19,1605,30495,30540,EU,Partner,Agent_10,Lost
D-302446,CL-2276,2023-09-10,SKU-102,Analytics Suite,Software,25,224,5600,5558,APAC,ColdCall,Agent_6,Lost
D-302447,CL-2684,2024-01-22,SKU-102,Analytics Suite,Software,14,1319,18466,18510,APAC,ColdCall,Agent_9,Won
D-302448,CL-4955,2024-05-04,SKU-102,Analytics Suite,Software,1,1575,1575,1557,APAC,Partner,Agent_6,Won
D-302449,CL-6554,2024-04-23,SKU-102,Analytics Suite,Software,1,1284,1284,1289,NA,Partner,Agent_7,Closed
D-302450,CL-5648,2024-12-31,SKU-101,CRM Pro,Software,6,1357,8142,8127,EU,ColdCall,Agent_6,Closed
D-302451,CL-4258,2023-02-07,SKU-102,Analytics Suite,Software,23,1648,37904,37885,APAC,Web,Agent_1,Closed
D-302452,CL-5554,2023-07-19,SKU-101,CRM Pro,Software,10,186,1860,1906,NA,Web,Agent_4,Won
D-302453,CL-6787,2024-12-01,SKU-201,POS Terminal,Hardware,21,255,5355,5405,APAC,Web,Agent_10,Closed
D-302454,CL-4904,2024-01-11,SKU-102,Analytics Suite,Software,8,1199,9592,9612,EU,Partner,Agent_6,Closed
D-302455,CL-5252,2024-01-10,SKU-201,POS Terminal,Hardware,23,590,13570,13550,APAC,Web,Agent_7,Closed
D-302456,CL-3305,2023-03-08,SKU-102,Analytics Suite,Software,21,1412,29652,29609,NA,ColdCall,Agent_3,Won
D-302457,CL-7506,2024-10-28,SKU-101,CRM Pro,Software,12,1406,16872,16855,APAC,ColdCall,Agent_9,Closed
D-302458,CL-6441,2024-11-01,SKU-102,Analytics Suite,Software,4,109,436,434,NA,Web,Agent_7,Won
D-302459,CL-3364,2023-06-14,SKU-102,Analytics Suite,Software,13,464,6032,6076,EU,Partner,Agent_6,Closed
D-302460,CL-4784,2024-08-01,SKU-102,Analytics Suite,Software,12,1116,13392,13409,NA,Web,Agent_3,Lost
D-302461,CL-7623,2023-11-07,SKU-101,CRM Pro,Software,12,931,11172,11140,EU,ColdCall,Agent_8,Closed
D-302462,CL-4480,2023-05-19,SKU-101,CRM Pro,Software,15,1286,19290,19266,APAC,Partner,Agent_4,Closed
D-302463,CL-4786,2023-03-02,SKU-201,POS Terminal,Hardware,11,645,7095,7077,NA,Partner,Agent_6,Won
D-302464,CL-6417,2023-01-25,SKU-201,POS Terminal,Hardware,17,1394,23698,23687,EU,ColdCall,Agent_3,Lost
D-302465,CL-3347,2024-05-02,SKU-101,CRM Pro,Software,2,105,210,178,EU,Web,Agent_6,Closed
D-302466,CL-4590,2023-03-23,SKU-101,CRM Pro,Software,22,381,8382,8406,EU,Web,Agent_11,Lost
D-302467,CL-2620,2024-01-10,SKU-101,CRM Pro,Software,15,1514,22710,22735,NA,Partner,Agent_7,Closed
D-302468,CL-2466,2024-03-18,SKU-102,Analytics Suite,Software,21,1035,21735,21766,APAC,Web,Agent_10,Closed
D-302469,CL-6043,2024-01-08,SKU-201,POS Terminal,Hardware,11,1695,18645,18599,NA,ColdCall,Agent_6,Won
D-302470,CL-2548,2024-01-09,SKU-201,POS Terminal,Hardware,25,1059,26475,26425,APAC,ColdCall,Agent_9,Closed
D-302471,CL-4416,2023-09-11,SKU-102,Analytics Suite,Software,4,407,1628,1604,APAC,Web,Agent_11,Closed
D-302472,CL-6851,2023-05-11,SKU-201,POS Terminal,Hardware,11,888,9768,9720,NA,Partner,Agent_2,Lost
D-302473,CL-4303,2024-09-03,SKU-201,POS Terminal,Hardware,8,305,2440,2425,EU,Web,Agent_2,Won
D-302474,CL-5864,2024-05-11,SKU-101,CRM Pro,Software,20,1048,20960,20955,APAC,Partner,Agent_9,Lost
D-302475,CL-2225,2024-02-27,SKU-201,POS Terminal,Hardware,11,1524,16764,16795,NA,Web,Agent_3,Lost
D-302476,CL-2999,2024-02-07,SKU-102,Analytics Suite,Software,16,966,15456,15493,EU,ColdCall,Agent_11,Lost
D-302477,CL-6276,2024-02-29,SKU-102,Analytics Suite,Software,2,950,1900,1906,APAC,Partner,Agent_2,Closed
D-302478,CL-6866,2023-03-09,SKU-102,Analytics Suite,Software,18,971,17478,17490,APAC,ColdCall,Agent_3,Closed
D-302479,CL-6581,2024-07-03,SKU-201,POS Terminal,Hardware,17,1355,23035,23075,NA,Partner,Agent_5,Won
D-302480,CL-4070,2024-02-14,SKU-201,POS Terminal,Hardware,12,210,2520,2544,EU,Partner,Agent_1,Lost
D-302481,CL-7295,2023-04-14,SKU-201,POS Terminal,Hardware,24,1415,33960,33997,EU,Web,Agent_9,Closed
D-302482,CL-5632,2023-10-10,SKU-101,CRM Pro,Software,23,1092,25116,25132,APAC,Web,Agent_8,Won
D-302483,CL-5227,2023-05-26,SKU-101,CRM Pro,Software,7,454,3178,3141,APAC,Partner,Agent_8,Won
D-302484,CL-7207,2024-06-09,SKU-201,POS Terminal,Hardware,1,1770,1770,1803,EU,Partner,Agent_2,Lost
D-302485,CL-4908,2023-08-18,SKU-102,Analytics Suite,Software,7,520,3640,3655,EU,Web,Agent_4,Won
D-302486,CL-5146,2024-11-09,SKU-101,CRM Pro,Software,23,163,3749,3787,NA,Partner,Agent_11,Closed
D-302487,CL-6760,2023-04-20,SKU-201,POS Terminal,Hardware,14,1385,19390,19414,EU,ColdCall,Agent_7,Closed
D-302488,CL-4694,2023-02-09,SKU-101,CRM Pro,Software,14,412,5768,5767,NA,Web,Agent_3,Closed
D-302489,CL-3145,2024-07-17,SKU-201,POS Terminal,Hardware,19,158,3002,3037,APAC,Partner,Agent_10,Lost
D-302490,CL-7451,2024-07-24,SKU-201,POS Terminal,Hardware,12,673,8076,8072,EU,ColdCall,Agent_6,Won
D-302491,CL-3736,2023-04-28,SKU-101,CRM Pro,Software,5,749,3745,3736,NA,Partner,Agent_4,Lost
D-302492,CL-5708,2024-01-09,SKU-102,Analytics Suite,Software,7,920,6440,6490,NA,Web,Agent_3,Won
D-302493,CL-6907,2023-09-04,SKU-102,Analytics Suite,Software,6,1513,9078,9115,EU,ColdCall,Agent_7,Won
D-302494,CL-7351,2023-04-07,SKU-201,POS Terminal,Hardware,23,625,14375,14330,NA,Web,Agent_6,Lost
D-302495,CL-4291,2024-12-10,SKU-102,Analytics Suite,Software,11,468,5148,5124,NA,Partner,Agent_5,Closed
D-302496,CL-6953,2024-12-08,SKU-101,CRM Pro,Software,22,1748,38456,38487,EU,Web,Agent_9,Won
D-302497,CL-2041,2023-03-17,SKU-101,CRM Pro,Software,2,1481,2962,2977,APAC,ColdCall,Agent_7,Closed
D-302498,CL-6117,2023-08-03,SKU-102,Analytics Suite,Software,9,574,5166,5194,NA,ColdCall,Agent_9,Won
D-302499,CL-6144,2024-05-31,SKU-201,POS Terminal,Hardware,7,488,3416,3426,NA,Partner,Agent_8,Lost
D-302500,CL-6299,2024-11-06,SKU-101,CRM Pro,Software,8,193,1544,1515,APAC,ColdCall,Agent_11,Closed
D-302501,CL-7094,2023-05-24,SKU-102,Analytics Suite,Software,14,1087,15218,15220,APAC,Partner,Agent_6,Closed
D-302502,CL-2403,2023-11-08,SKU-101,CRM Pro,Software,11,1716,18876,18872,NA,Web,Agent_5,Closed
D-302503,CL-5759,2023-12-16,SKU-102,Analytics Suite,Software,24,1690,40560,40554,NA,Partner,Agent_7,Closed
D-302504,CL-6041,2024-09-16,SKU-201,POS Terminal,Hardware,18,507,9126,9120,NA,Web,Agent_3,Won
D-302505,CL-4597,2023-02-15,SKU-101,CRM Pro,Software,4,1421,5684,5689,EU,Web,Agent_1,Lost
D-302506,CL-4493,2023-05-08,SKU-101,CRM Pro,Software,4,1198,4792,4814,EU,Partner,Agent_2,Lost
D-302507,CL-3016,2024-09-09,SKU-102,Analytics Suite,Software,10,512,5120,5094,EU,Partner,Agent_3,Lost
D-302508,CL-4356,2024-10-11,SKU-101,CRM Pro,Software,24,759,18216,18249,NA,ColdCall,Agent_6,Won
D-302509,CL-3683,2024-11-18,SKU-102,Analytics Suite,Software,7,437,3059,3069,APAC,Web,Agent_10,Closed
D-302510,CL-4209,2023-03-09,SKU-102,Analytics Suite,Software,20,1116,22320,22331,NA,Partner,Agent_10,Closed
D-302511,CL-6954,2024-05-27,SKU-101,CRM Pro,Software,18,1237,22266,22256,EU,Partner,Agent_9,Closed
D-302512,CL-4888,2023-01-12,SKU-102,Analytics Suite,Software,18,518,9324,9367,APAC,Partner,Agent_8,Won
D-302513,CL-2003,2023-07-26,SKU-201,POS Terminal,Hardware,17,1225,20825,20818,APAC,Partner,Agent_7,Won
D-302514,CL-2873,2024-07-24,SKU-101,CRM Pro,Software,21,932,19572,19526,APAC,Partner,Agent_2,Closed
D-302515,CL-5717,2023-08-21,SKU-201,POS Terminal,Hardware,10,1332,13320,13295,EU,ColdCall,Agent_9,Closed
D-302516,CL-2173,2024-03-25,SKU-101,CRM Pro,Software,12,1683,20196,20245,EU,Partner,Agent_1,Closed
D-302517,CL-6752,2023-09-11,SKU-201,POS Terminal,Hardware,11,1318,14498,14486,NA,ColdCall,Agent_2,Closed
D-302518,CL-6858,2024-11-22,SKU-201,POS Terminal,Hardware,21,1263,26523,26551,APAC,ColdCall,Agent_9,Won
D-302519,CL-3646,2023-10-03,SKU-201,POS Terminal,Hardware,15,1518,22770,22774,NA,Web,Agent_3,Closed
D-302520,CL-5186,2024-06-27,SKU-201,POS Terminal,Hardware,16,296,4736,4710,NA,ColdCall,Agent_5,Lost
