order_id,order_date,customer_id,product_name,category,region,channel,units,revenue,stage
O-901798,2024-03-17,C-5399,POS Terminal,software,north america,out bound,5,4255,Won
O-901799,2024-07-26,C-6243,CRM-Pro,Hardware,Asia,partner,5,4930,Won
O-901800,2023-02-26,C-3248,Analytics Suite,Hardware,North America,Outbound,6,4206,Won
O-901801,2024-02-24,C-5211,AnalyticsSuite,Hardware,asia,partner,9,11304,Won
O-901802,2024-09-24,C-5006,AnalyticsSuite,hardware,Asia,inbound,4,1288,Won
O-901803,2023-06-23,C-1824,AnalyticsSuite,software,north america,Inbound,7,2702,Won
O-901804,2023-09-30,C-6976,CRM Pro,Hardware,North-America,Inbound,5,4485,Won
O-901805,2023-12-10,C-3111,Analytics Suite,hardware,north america,Inbound,13,10868,Won
O-901806,2024-08-28,C-3896,Analytics Suite,Hardware,EU,OUTBOUND,12,22656,Won
O-901807,2023-10-28,C-4262,POS-Terminal,Hard ware,APAC,Partner,3,3657,Won
O-901808,2024-06-06,C-2746,Analytics Suite,Hard ware,APAC,Inbound,13,24362,Won
O-901809,2024-05-30,C-2450,AnalyticsSuite,software,Asia,Inbound,9,6129,Won
O-901810,2023-04-10,C-1382,CRM Pro,hardware,asia,partner,4,5308,Won
O-901811,2023-04-14,C-5122,CRM Pro,Software,EU,inbound,5,4520,Won
O-901812,2023-11-22,C-5952,CRM-Pro,Soft ware,N. America,inbound,2,1706,Won
O-901813,2023-01-26,C-6078,CRM-Pro,hardware,North America,Partner,5,8360,Won
O-901814,2023-09-19,C-4973,CRM Pro,software,EU,OUTBOUND,7,12544,Won
O-901815,2024-07-03,C-4743,CRM Pro,Soft ware,North America,In-bound,10,17420,Won
O-901816,2023-04-21,C-5520,AnalyticsSuite,Software,North-America,Partner,7,6713,Won
O-901817,2023-03-04,C-6757,CRM-Pro,Software,Europe,out bound,13,19344,Won
O-901818,2023-09-09,C-3190,AnalyticsSuite,Soft ware,europe,OUTBOUND,12,12024,Won
O-901819,2024-02-02,C-5343,POS-Terminal,hardware,North-America,inbound,3,5055,Won
O-901820,2024-06-30,C-4873,AnalyticsSuite,Hardware,Europe,Outbound,8,7256,Won
O-901821,2024-07-19,C-6445,POS Terminal,Hardware,NA,partner,12,16068,Won
O-901822,2024-07-04,C-1259,CRM Pro,Hardware,Europe,Partner,10,4340,Won
O-901823,2024-10-15,C-6547,POS Terminal,Hard ware,North-America,Inbound,3,4731,Won
O-901824,2023-01-16,C-5046,POS-Terminal,Soft ware,Asia,Inbound,6,7278,Won
O-901825,2024-11-02,C-4193,Analytics Suite,Hardware,APAC,Inbound,12,21408,Won
O-901826,2024-01-04,C-3757,CRM-Pro,hardware,N. America,inbound,9,12600,Won
O-901827,2024-02-17,C-6461,CRM-Pro,Hard ware,North America,partner,2,2856,Won
O-901828,2023-05-09,C-3203,AnalyticsSuite,Hard ware,NA,Partner,9,12051,Won
O-901829,2024-06-02,C-2014,CRM-Pro,software,europe,out bound,14,19558,Won
O-901830,2024-12-21,C-6582,POS Terminal,software,APAC,Inbound,2,620,Won
O-901831,2024-12-28,C-3114,CRM Pro,hardware,Europe,Outbound,2,998,Won
O-901832,2024-02-13,C-3364,CRM-Pro,Hard ware,north america,inbound,2,888,Won
O-901833,2024-05-01,C-3939,Analytics Suite,Software,N. America,out bound,12,7980,Won
O-901834,2024-03-07,C-2740,CRM-Pro,hardware,europe,Inbound,1,859,Won
O-901835,2023-03-29,C-6680,CRM Pro,Soft ware,North America,Outbound,11,5742,Won
O-901836,2024-07-12,C-2189,AnalyticsSuite,Hard ware,N. America,partner,10,7250,Won
O-901837,2023-11-26,C-2823,POS Terminal,Software,asia,Partner,9,14958,Won
O-901838,2024-06-23,C-1052,Analytics Suite,Software,Asia,Outbound,15,14670,Won
O-901839,2023-01-28,C-5824,POS-Terminal,Hardware,EU,OUTBOUND,1,1397,Won
O-901840,2024-05-13,C-4349,CRM Pro,Hard ware,europe,out bound,3,2781,Won
O-901841,2023-06-20,C-2189,Analytics Suite,Hard ware,north america,inbound,8,12776,Won
O-901842,2023-01-19,C-6861,Analytics Suite,software,North-America,OUTBOUND,2,2524,Won
O-901843,2024-08-26,C-3310,CRM Pro,Soft ware,asia,inbound,5,1585,Won
O-901844,2024-01-05,C-3733,AnalyticsSuite,Software,North-America,inbound,5,2695,Won
O-901845,2023-07-28,C-1251,CRM Pro,hardware,North-America,In-bound,3,5967,Won
O-901846,2023-10-14,C-5309,POS Terminal,Software,asia,Inbound,2,2270,Won
O-901847,2023-12-02,C-4687,CRM Pro,Hard ware,Europe,OUTBOUND,6,10314,Won
O-901848,2023-04-25,C-1246,AnalyticsSuite,Soft ware,europe,out bound,3,3879,Won
O-901849,2023-05-05,C-6051,Analytics Suite,Hardware,asia,OUTBOUND,8,15776,Won
O-901850,2024-04-26,C-4159,AnalyticsSuite,software,Europe,partner,11,14993,Won
O-901851,2024-07-27,C-3587,CRM Pro,Software,North America,out bound,8,6008,Won
O-901852,2023-03-28,C-1421,Analytics Suite,hardware,North-America,partner,12,6876,Won
O-901853,2023-07-09,C-2930,CRM Pro,Software,North-America,Outbound,7,10465,Won
O-901854,2023-04-13,C-4117,POS Terminal,Hardware,North America,In-bound,5,8580,Won
O-901855,2023-01-20,C-5701,AnalyticsSuite,Soft ware,EU,out bound,9,3195,Won
O-901856,2024-01-01,C-4943,POS Terminal,Hard ware,north america,inbound,9,3357,Won
O-901857,2024-12-12,C-4711,AnalyticsSuite,Hard ware,asia,out bound,8,6152,Won
O-901858,2023-05-02,C-6512,CRM-Pro,Hard ware,APAC,In-bound,7,10332,Won
O-901859,2024-09-13,C-3723,POS-Terminal,Software,Europe,In-bound,14,13104,Won
O-901860,2023-04-02,C-3677,Analytics Suite,Soft ware,Asia,partner,12,5760,Won
O-901861,2023-04-23,C-6451,AnalyticsSuite,Hardware,europe,Outbound,14,25424,Won
O-901862,2023-12-14,C-4716,AnalyticsSuite,software,north america,out bound,5,8405,Won
O-901863,2023-12-18,C-5598,CRM-Pro,Hardware,N. America,Outbound,13,12155,Won
O-901864,2024-03-03,C-1851,AnalyticsSuite,hardware,North America,Outbound,15,6795,Won
O-901865,2023-11-10,C-1915,AnalyticsSuite,hardware,Asia,In-bound,8,4232,Won
O-901866,2024-12-28,C-3434,POS-Terminal,Hard ware,Asia,Inbound,6,11076,Won
O-901867,2024-07-21,C-2848,CRM-Pro,Soft ware,asia,Partner,5,2545,Won
O-901868,2023-04-14,C-1385,AnalyticsSuite,software,north america,OUTBOUND,14,13776,Won
O-901869,2024-08-24,C-4423,POS Terminal,Hard ware,North America,Partner,8,11784,Won
O-901870,2024-12-07,C-6205,CRM Pro,software,Asia,inbound,6,9750,Won
O-901871,2023-06-02,C-1933,POS Terminal,Soft ware,europe,OUTBOUND,9,12825,Won
O-901872,2023-04-11,C-5897,POS Terminal,Soft ware,europe,Partner,12,20892,Won
O-901873,2024-07-11,C-4407,Analytics Suite,hardware,europe,partner,13,17394,Won
O-901874,2024-09-11,C-5937,POS Terminal,Soft ware,N. America,partner,5,5990,Won
O-901875,2024-09-11,C-1636,CRM Pro,Hard ware,APAC,Inbound,4,4324,Won
O-901876,2023-06-21,C-6524,CRM-Pro,software,asia,Outbound,12,9876,Won
O-901877,2023-12-01,C-6095,CRM Pro,software,North-America,out bound,4,4852,Won
O-901878,2024-03-03,C-1917,AnalyticsSuite,hardware,North America,OUTBOUND,1,970,Won
O-901879,2024-07-19,C-6092,Analytics Suite,Hardware,North America,partner,6,7968,Won
O-901880,2024-05-24,C-4138,CRM Pro,software,Asia,Inbound,3,3495,Won
O-901881,2023-01-21,C-6268,Analytics Suite,Software,north america,OUTBOUND,6,3204,Won
O-901882,2023-10-04,C-2553,POS-Terminal,Hardware,Asia,OUTBOUND,5,3535,Won
O-901883,2023-01-15,C-5576,POS-Terminal,software,EU,partner,9,9675,Won
O-901884,2023-06-20,C-1059,Analytics Suite,hardware,north america,inbound,10,13870,Won
O-901885,2024-04-20,C-5842,POS Terminal,hardware,N. America,Partner,11,5280,Won
O-901886,2023-12-19,C-3442,AnalyticsSuite,software,north america,Outbound,15,11355,Won
O-901887,2024-04-29,C-6534,AnalyticsSuite,Hardware,EU,In-bound,14,20160,Won
O-901888,2023-04-07,C-5616,CRM-Pro,hardware,North-America,partner,9,16182,Won
O-901889,2024-02-18,C-5585,CRM Pro,hardware,Europe,partner,7,12656,Won
O-901890,2024-09-29,C-6313,AnalyticsSuite,Hardware,Europe,inbound,11,8173,Won
O-901891,2024-03-04,C-4766,POS-Terminal,Hard ware,North-America,partner,12,5316,Won
O-901892,2023-01-05,C-1914,CRM-Pro,hardware,N. America,inbound,5,7180,Won
O-901893,2023-09-05,C-4329,CRM Pro,Software,Europe,Outbound,3,2625,Won
O-901894,2024-07-09,C-3933,Analytics Suite,hardware,N. America,OUTBOUND,3,5502,Won
O-901895,2023-07-17,C-1947,CRM Pro,Hard ware,EU,Outbound,1,1002,Won
O-901896,2023-12-11,C-1810,POS-Terminal,Software,APAC,OUTBOUND,1,428,Won
O-901897,2023-11-16,C-5107,CRM Pro,software,europe,In-bound,9,4554,Won
O-901898,2023-06-16,C-4497,AnalyticsSuite,software,Asia,In-bound,15,22455,Won
O-901899,2023-11-25,C-1704,AnalyticsSuite,Hardware,Asia,Outbound,11,17380,Won
O-901900,2023-09-04,C-2188,POS-Terminal,Soft ware,APAC,inbound,4,1276,Won
O-901901,2024-03-06,C-3700,Analytics Suite,Software,NA,out bound,6,6102,Won
O-901902,2023-03-24,C-6176,AnalyticsSuite,Hard ware,N. America,OUTBOUND,5,3030,Won
O-901903,2024-01-04,C-4198,POS-Terminal,Software,North-America,Inbound,15,29265,Won
O-901904,2023-06-23,C-6337,CRM Pro,software,EU,partner,10,18050,Won
O-901905,2024-01-12,C-6519,POS-Terminal,hardware,North-America,Outbound,14,12292,Won
O-901906,2024-05-12,C-4447,POS Terminal,Soft ware,North-America,Outbound,2,2632,Won
O-901907,2023-04-28,C-3050,CRM-Pro,hardware,EU,inbound,13,24310,Won
O-901908,2024-05-22,C-6722,Analytics Suite,Hardware,North-America,inbound,4,4872,Won
O-901909,2024-10-25,C-4993,POS Terminal,Software,europe,OUTBOUND,10,6450,Won
O-901910,2024-11-02,C-1849,POS Terminal,Software,Europe,OUTBOUND,10,19720,Won
O-901911,2024-02-20,C-6065,AnalyticsSuite,Soft ware,North-America,out bound,2,2418,Won
O-901912,2024-04-11,C-1291,CRM Pro,hardware,asia,out bound,4,3136,Won
O-901913,2024-10-06,C-3513,POS Terminal,Hard ware,Europe,partner,15,27765,Won
O-901914,2024-10-21,C-1348,CRM-Pro,hardware,EU,inbound,12,22344,Won
O-901915,2023-01-10,C-3616,AnalyticsSuite,Hard ware,north america,partner,13,5304,Won
O-901916,2023-10-06,C-6591,POS-Terminal,Hardware,Asia,out bound,4,6804,Won
O-901917,2024-09-09,C-6257,POS-Terminal,software,europe,partner,8,4656,Won
O-901918,2024-02-01,C-3995,Analytics Suite,Hard ware,North-America,partner,10,6970,Won
O-901919,2023-10-05,C-3101,POS-Terminal,Hard ware,APAC,out bound,2,2004,Won
O-901920,2024-05-08,C-5318,CRM-Pro,Soft ware,EU,Inbound,13,12766,Won
O-901921,2024-02-15,C-3399,AnalyticsSuite,hardware,europe,Outbound,15,23310,Won
O-901922,2024-05-13,C-1942,POS-Terminal,Hard ware,NA,partner,10,19640,Won
O-901923,2023-09-29,C-3958,AnalyticsSuite,Hardware,APAC,partner,6,4974,Won
O-901924,2024-02-14,C-3840,POS-Terminal,Hard ware,Asia,Outbound,14,23268,Won
O-901925,2024-06-18,C-2930,Analytics Suite,software,North America,partner,12,16164,Won
O-901926,2024-05-13,C-5865,Analytics Suite,software,APAC,partner,8,15344,Won
O-901927,2024-08-19,C-5820,Analytics Suite,Hardware,europe,Partner,13,20787,Won
O-901928,2024-06-03,C-2197,POS Terminal,hardware,NA,Outbound,13,8021,Won
O-901929,2023-04-01,C-4734,Analytics Suite,software,Asia,Inbound,1,411,Won
O-901930,2023-06-19,C-3201,Analytics Suite,Soft ware,europe,Partner,15,11400,Won
O-901931,2024-11-27,C-6811,CRM Pro,Hard ware,asia,partner,5,7860,Won
O-901932,2023-08-21,C-6311,AnalyticsSuite,Hardware,Europe,Outbound,7,7819,Won
O-901933,2024-02-10,C-4556,Analytics Suite,Hard ware,asia,Inbound,13,11869,Won
O-901934,2023-02-05,C-2463,POS-Terminal,Software,Asia,Outbound,9,4392,Won
O-901935,2023-12-07,C-4941,CRM-Pro,Hard ware,Asia,Inbound,11,21274,Won
O-901936,2023-01-18,C-1006,POS Terminal,Soft ware,North America,inbound,14,21630,Won
O-901937,2024-10-31,C-4167,POS Terminal,Soft ware,N. America,Outbound,15,9015,Won
O-901938,2023-07-09,C-4149,POS Terminal,hardware,europe,Partner,12,20844,Won
O-901939,2024-06-13,C-6957,AnalyticsSuite,Hardware,North America,out bound,10,19990,Won
O-901940,2023-02-22,C-3311,AnalyticsSuite,Soft ware,N. America,out bound,13,24778,Won
O-901941,2023-02-20,C-6192,CRM Pro,software,EU,Partner,2,3674,Won
O-901942,2023-02-09,C-3036,AnalyticsSuite,Software,Asia,In-bound,1,1385,Won
O-901943,2023-11-24,C-4429,Analytics Suite,hardware,NA,partner,8,4696,Won
O-901944,2024-07-13,C-3210,POS Terminal,Hardware,europe,out bound,12,6240,Won
O-901945,2023-12-28,C-3640,CRM-Pro,Software,Asia,Inbound,8,4432,Won
O-901946,2023-08-22,C-2736,POS Terminal,Hard ware,N. America,Outbound,14,8092,Won
O-901947,2024-05-17,C-3871,Analytics Suite,Software,asia,In-bound,1,490,Won
O-901948,2024-01-13,C-5760,POS Terminal,Software,Europe,inbound,6,8748,Won
O-901949,2023-08-28,C-4016,AnalyticsSuite,Hard ware,Asia,OUTBOUND,14,21630,Won
O-901950,2023-04-13,C-5571,CRM Pro,Soft ware,North-America,Partner,3,2256,Won
O-901951,2024-05-28,C-2817,AnalyticsSuite,Soft ware,North America,Outbound,4,3756,Won
O-901952,2023-07-21,C-6797,Analytics Suite,Hard ware,APAC,partner,12,14136,Won
O-901953,2023-12-19,C-5311,AnalyticsSuite,Hardware,north america,inbound,3,2838,Won
O-901954,2024-02-22,C-5654,CRM Pro,Hard ware,NA,In-bound,7,11900,Won
O-901955,2024-06-07,C-6764,AnalyticsSuite,software,asia,Inbound,3,2670,Won
O-901956,2023-09-16,C-3702,CRM Pro,Hardware,asia,partner,1,1119,Won
O-901957,2023-06-16,C-6286,POS-Terminal,Software,N. America,Partner,11,7370,Won
O-901958,2024-05-30,C-5362,POS-Terminal,Hard ware,N. America,OUTBOUND,5,4875,Won
O-901959,2023-04-29,C-2449,CRM-Pro,Software,NA,In-bound,8,7928,Won
O-901960,2024-04-30,C-2838,CRM-Pro,Software,North-America,Partner,10,4760,Won
O-901961,2023-08-14,C-4567,Analytics Suite,Hardware,Europe,OUTBOUND,9,17685,Won
O-901962,2023-05-09,C-3937,AnalyticsSuite,Software,europe,partner,12,22560,Won
O-901963,2023-02-18,C-6049,POS-Terminal,Hardware,EU,partner,11,11330,Won
O-901964,2023-11-07,C-3464,Analytics Suite,hardware,Asia,partner,2,2104,Won
O-901965,2023-04-19,C-1187,Analytics Suite,software,APAC,OUTBOUND,14,4578,Won
O-901966,2023-08-22,C-1143,CRM-Pro,software,North America,Outbound,10,18210,Won
O-901967,2024-10-13,C-3301,POS-Terminal,Hard ware,NA,Outbound,9,10836,Won
O-901968,2023-03-23,C-5834,CRM Pro,Hard ware,APAC,partner,2,2908,Won
O-901969,2023-03-27,C-2403,AnalyticsSuite,Hardware,N. America,inbound,4,3304,Won
O-901970,2023-06-15,C-2884,POS Terminal,software,NA,partner,8,14144,Won
O-901971,2023-05-19,C-3724,CRM Pro,software,europe,inbound,7,6181,Won
O-901972,2023-05-29,C-6660,CRM-Pro,hardware,NA,Partner,1,1272,Won
O-901973,2024-05-04,C-1291,POS Terminal,Hard ware,Europe,Partner,12,13056,Won
O-901974,2024-11-16,C-2435,POS Terminal,software,asia,Outbound,1,858,Won
O-901975,2023-04-08,C-4199,AnalyticsSuite,Soft ware,NA,out bound,5,9815,Won
O-901976,2024-11-23,C-3033,CRM-Pro,software,asia,Partner,9,16380,Won
O-901977,2024-01-22,C-6696,Analytics Suite,Hardware,N. America,Inbound,9,17307,Won
O-901978,2024-07-24,C-1736,Analytics Suite,Hardware,europe,inbound,1,1735,Won
O-901979,2023-08-06,C-2395,CRM-Pro,Soft ware,north america,inbound,3,2793,Won
O-901980,2023-07-08,C-4884,POS Terminal,software,Europe,Outbound,7,13426,Won
O-901981,2024-02-05,C-2524,POS Terminal,hardware,asia,Outbound,4,4024,Won
O-901982,2023-03-18,C-1618,POS-Terminal,Hard ware,Asia,out bound,9,17703,Won
O-901983,2023-02-14,C-6784,POS-Terminal,Software,NA,partner,6,10110,Won
O-901984,2023-04-29,C-3931,Analytics Suite,hardware,europe,Outbound,5,2120,Won
O-901985,2024-11-25,C-6942,POS-Terminal,Software,NA,Partner,4,7608,Won
O-901986,2024-03-03,C-6947,CRM Pro,hardware,Europe,In-bound,11,15202,Won
O-901987,2023-05-14,C-1630,POS-Terminal,software,N. America,In-bound,9,5949,Won
O-901988,2024-02-20,C-3906,POS Terminal,Hard ware,asia,partner,5,4465,Won
O-901989,2024-11-10,C-1222,CRM-Pro,hardware,Europe,partner,13,15743,Won
O-901990,2024-04-26,C-2965,CRM Pro,hardware,North America,partner,5,7730,Won
O-901991,2024-08-06,C-3186,POS-Terminal,software,North America,Inbound,11,19030,Won
O-901992,2023-09-18,C-1693,CRM Pro,Software,Europe,Partner,6,3972,Won
O-901993,2023-01-28,C-4701,CRM-Pro,Soft ware,europe,In-bound,10,18040,Won
O-901994,2024-06-25,C-5218,POS Terminal,hardware,North America,Outbound,6,10962,Won
O-901995,2024-12-30,C-4137,POS Terminal,Software,Asia,Inbound,12,10680,Won
O-901996,2024-06-02,C-6846,POS Terminal,Hard ware,asia,Outbound,5,8435,Won
O-901997,2024-08-11,C-3945,Analytics Suite,Hard ware,EU,out bound,9,16200,Won
O-901998,2023-10-14,C-3975,CRM-Pro,Soft ware,north america,OUTBOUND,14,18928,Won
O-901999,2023-12-01,C-5947,AnalyticsSuite,software,NA,Partner,9,3195,Won
O-902000,2024-03-02,C-5222,AnalyticsSuite,Software,Europe,OUTBOUND,8,11280,Won
O-902001,2024-08-25,C-6369,CRM Pro,Soft ware,europe,partner,10,19030,Won
O-902002,2024-12-22,C-4043,POS-Terminal,Soft ware,europe,OUTBOUND,12,21984,Won
O-902003,2024-10-23,C-1254,Analytics Suite,software,Europe,Outbound,5,9125,Won
O-902004,2024-12-04,C-4712,CRM-Pro,Hard ware,asia,partner,4,6964,Won
O-902005,2024-03-13,C-3752,CRM Pro,Hard ware,Europe,Outbound,1,1066,Won
O-902006,2023-04-24,C-1066,AnalyticsSuite,Hardware,APAC,Outbound,7,2835,Won
O-902007,2024-07-17,C-3572,AnalyticsSuite,hardware,APAC,Partner,10,14510,Won
O-902008,2024-02-14,C-3826,Analytics Suite,Hardware,Europe,inbound,2,2998,Won
O-902009,2024-08-11,C-6744,CRM Pro,hardware,N. America,In-bound,2,1250,Won
O-902010,2024-07-28,C-1446,POS-Terminal,Hardware,North-America,Partner,3,2982,Won
O-902011,2024-01-06,C-2089,CRM Pro,Hardware,north america,inbound,2,1546,Won
O-902012,2023-08-21,C-6785,POS Terminal,Soft ware,NA,inbound,2,3552,Won
O-902013,2023-02-16,C-4721,AnalyticsSuite,Soft ware,EU,In-bound,15,19650,Won
O-902014,2024-10-16,C-2136,CRM-Pro,Hard ware,asia,In-bound,11,5247,Won
O-902015,2023-03-07,C-5529,CRM Pro,Soft ware,Europe,In-bound,11,8525,Won
O-902016,2023-03-17,C-3389,CRM-Pro,Hardware,EU,In-bound,1,1327,Won
O-902017,2023-02-03,C-3159,POS Terminal,Hardware,APAC,Inbound,13,15691,Won
O-902018,2023-07-29,C-3340,AnalyticsSuite,Hardware,europe,partner,4,5252,Won
O-902019,2024-04-26,C-5103,AnalyticsSuite,hardware,EU,partner,5,6950,Won
O-902020,2023-10-04,C-5123,CRM-Pro,hardware,NA,Outbound,7,10647,Won
O-902021,2023-10-06,C-4147,POS Terminal,Hardware,North America,partner,3,1089,Won
O-902022,2024-07-26,C-5787,POS-Terminal,Hard ware,EU,Outbound,10,8650,Won
O-902023,2024-12-02,C-2290,CRM Pro,Hard ware,Europe,Partner,7,12012,Won
O-902024,2024-09-19,C-4700,AnalyticsSuite,hardware,NA,Outbound,12,14976,Won
O-902025,2024-05-04,C-4342,CRM-Pro,Software,NA,out bound,12,19584,Won
O-902026,2024-05-31,C-5058,POS Terminal,Software,Europe,Inbound,7,6636,Won
O-902027,2024-05-09,C-4465,CRM-Pro,Software,APAC,partner,2,3490,Won
O-902028,2023-01-19,C-1841,AnalyticsSuite,Soft ware,Asia,Outbound,4,7680,Won
O-902029,2023-10-18,C-6451,AnalyticsSuite,Hardware,EU,partner,10,17970,Won
O-902030,2024-05-07,C-5803,CRM Pro,software,NA,inbound,4,6996,Won
O-902031,2024-09-15,C-2830,CRM-Pro,hardware,Europe,In-bound,3,3987,Won
O-902032,2024-08-12,C-4508,Analytics Suite,software,NA,out bound,1,1672,Won
O-902033,2023-05-31,C-3114,Analytics Suite,Hard ware,NA,In-bound,3,2211,Won
O-902034,2023-01-27,C-5551,POS Terminal,Software,north america,In-bound,1,1239,Won
O-902035,2023-08-08,C-4019,POS-Terminal,hardware,APAC,out bound,7,4977,Won
O-902036,2024-11-25,C-1456,CRM-Pro,Hard ware,North America,partner,13,10673,Won
O-902037,2024-10-11,C-4959,Analytics Suite,Hard ware,Asia,out bound,10,16710,Won
O-902038,2023-09-09,C-4437,POS Terminal,Software,APAC,out bound,6,9942,Won
O-902039,2023-03-12,C-4801,CRM Pro,Soft ware,north america,OUTBOUND,15,8310,Won
O-902040,2024-05-14,C-5922,POS-Terminal,hardware,North-America,Partner,9,2727,Won
O-902041,2023-02-04,C-3348,Analytics Suite,Soft ware,EU,partner,13,17121,Won
O-902042,2023-07-12,C-6827,POS-Terminal,software,North-America,Outbound,2,906,Won
O-902043,2023-09-20,C-4007,CRM-Pro,software,Asia,Partner,2,2134,Won
O-902044,2023-12-05,C-1073,POS-Terminal,Soft ware,APAC,In-bound,8,10736,Won
O-902045,2024-07-01,C-4610,CRM-Pro,Hard ware,Europe,out bound,1,570,Won
O-902046,2024-01-01,C-4897,POS-Terminal,hardware,N. America,Inbound,7,5761,Won
O-902047,2024-03-11,C-5371,AnalyticsSuite,Soft ware,Europe,Partner,3,4017,Won
O-902048,2024-03-30,C-2127,POS Terminal,Hard ware,N. America,In-bound,14,14182,Won
O-902049,2024-03-24,C-2189,POS-Terminal,Hardware,EU,In-bound,15,18075,Won
O-902050,2023-10-23,C-6053,AnalyticsSuite,Hardware,North-America,Outbound,13,18226,Won
O-902051,2024-05-24,C-5594,POS-Terminal,hardware,NA,OUTBOUND,13,8424,Won
O-902052,2023-12-22,C-2210,CRM-Pro,Soft ware,EU,out bound,5,2175,Won
O-902053,2023-04-01,C-2415,CRM Pro,Soft ware,North America,partner,2,3366,Won
O-902054,2024-08-02,C-1974,CRM Pro,Hardware,asia,OUTBOUND,14,5824,Won
O-902055,2023-09-13,C-1675,CRM-Pro,software,Asia,Outbound,4,7204,Won
O-902056,2023-03-28,C-4737,CRM-Pro,Soft ware,North America,Inbound,14,14392,Won
O-902057,2023-11-16,C-6728,POS-Terminal,software,APAC,Inbound,9,5292,Won
O-902058,2024-10-12,C-4472,POS-Terminal,software,NA,In-bound,10,15840,Won
O-902059,2023-11-27,C-4613,CRM-Pro,Hard ware,asia,Inbound,12,18300,Won
O-902060,2024-05-07,C-2920,Analytics Suite,software,North America,Outbound,7,10178,Won
O-902061,2024-04-19,C-4406,AnalyticsSuite,Hardware,asia,inbound,3,3321,Won
O-902062,2023-02-20,C-1517,AnalyticsSuite,Soft ware,NA,Outbound,2,3692,Won
O-902063,2023-12-21,C-1466,POS Terminal,Hard ware,asia,Outbound,3,2358,Won
O-902064,2023-04-18,C-2593,Analytics Suite,Software,North-America,OUTBOUND,7,5901,Won
O-902065,2023-02-18,C-3728,AnalyticsSuite,software,NA,OUTBOUND,11,6754,Won
O-902066,2023-06-11,C-5934,CRM Pro,hardware,Asia,Partner,15,4905,Won
O-902067,2023-04-16,C-5806,AnalyticsSuite,Hard ware,North America,out bound,14,13286,Won
O-902068,2024-01-01,C-5023,Analytics Suite,hardware,N. America,Outbound,14,6398,Won
O-902069,2024-01-31,C-2859,POS Terminal,Software,europe,OUTBOUND,3,2934,Won
O-902070,2024-08-18,C-2772,POS-Terminal,Hardware,asia,Partner,12,12360,Won
O-902071,2024-11-08,C-1659,CRM Pro,Soft ware,North-America,out bound,11,21923,Won
O-902072,2023-03-24,C-1139,AnalyticsSuite,software,asia,partner,10,14580,Won
O-902073,2023-03-14,C-5415,AnalyticsSuite,Software,APAC,out bound,5,6595,Won
O-902074,2024-03-04,C-1866,Analytics Suite,Soft ware,APAC,OUTBOUND,7,10661,Won
O-902075,2024-01-26,C-6585,POS Terminal,Soft ware,North-America,In-bound,8,9816,Won
O-902076,2024-06-07,C-5799,CRM-Pro,software,APAC,Outbound,7,11620,Won
O-902077,2024-03-23,C-6339,Analytics Suite,software,north america,out bound,5,5735,Won
O-902078,2024-05-20,C-1517,POS Terminal,software,APAC,Outbound,6,5430,Won
O-902079,2023-03-28,C-5834,CRM-Pro,Hardware,N. America,Outbound,13,15470,Won
O-902080,2024-10-22,C-1438,CRM-Pro,hardware,Europe,partner,7,4172,Won
O-902081,2024-02-10,C-1584,POS Terminal,Soft ware,North-America,In-bound,1,1524,Won
O-902082,2024-04-04,C-5256,Analytics Suite,Soft ware,North-America,OUTBOUND,10,9200,Won
O-902083,2024-12-27,C-1286,AnalyticsSuite,Soft ware,north america,Outbound,12,5148,Won
O-902084,2023-04-24,C-2308,CRM Pro,Soft ware,Asia,Outbound,4,7336,Won
O-902085,2023-01-08,C-4763,AnalyticsSuite,Hard ware,Asia,OUTBOUND,11,21912,Won
O-902086,2024-09-01,C-2874,CRM-Pro,Hardware,N. America,out bound,9,8469,Won
O-902087,2023-06-13,C-6252,Analytics Suite,Hardware,NA,Outbound,8,3816,Won
O-902088,2024-03-31,C-5725,AnalyticsSuite,Hard ware,NA,In-bound,12,23112,Won
O-902089,2024-01-23,C-6276,POS-Terminal,Software,europe,Partner,11,15026,Won
O-902090,2023-08-31,C-1554,POS-Terminal,Software,Europe,Outbound,15,24330,Won
O-902091,2023-10-20,C-1840,POS-Terminal,Hardware,europe,inbound,1,1602,Won
O-902092,2023-07-29,C-4656,POS Terminal,Software,Europe,OUTBOUND,4,4016,Won
O-902093,2023-01-05,C-1954,CRM-Pro,Hardware,Europe,inbound,14,27902,Won
O-902094,2024-09-17,C-3818,CRM-Pro,Soft ware,North-America,Partner,4,4276,Won
O-902095,2024-03-07,C-2218,AnalyticsSuite,software,APAC,In-bound,5,8510,Won
O-902096,2023-01-14,C-4369,AnalyticsSuite,Soft ware,APAC,OUTBOUND,10,12660,Won
O-902097,2024-06-05,C-4433,POS-Terminal,software,North America,out bound,1,1433,Won
O-902098,2024-09-12,C-4025,Analytics Suite,software,APAC,OUTBOUND,4,4276,Won
O-902099,2023-04-07,C-1353,AnalyticsSuite,Hardware,Europe,partner,12,16692,Won
O-902100,2023-01-20,C-1810,POS-Terminal,Hardware,Asia,In-bound,11,4257,Won
O-902101,2024-09-26,C-4679,CRM-Pro,Soft ware,NA,inbound,15,15150,Won
O-902102,2024-02-13,C-1953,CRM-Pro,Hard ware,Europe,inbound,12,8376,Won
