order_id,order_date,lead_date,close_date,product,region,revenue,units,stage
O-400929,2024-01-23,2023-12-24,02-06-2024,Sales Booster,Asia,15804,3,Qualified
O-400930,08-14-2023,07-18-2023,2023/08/18,Sales Booster,North America,9001,8,Won
O-400931,13/02/2024,Jan 2024,Feb 2024,Analytics Suite,North America,2507,7,Lost
O-400932,2023-01,2023/01/26,2023-02,CRM Pro,Europe,6057,8,Won
O-400933,2023-05,05-15-2023,05-25-2023,Analytics Suite,Asia,7628,10,Won
O-400934,04-24-2024,2024/03/29,13/05/2024,Sales Booster,Asia,5365,11,Won
O-400935,2023-06,06-08-2023,Jul 2023,CRM Pro,Europe,843,1,Lost
O-400936,2024-04,Mar 2024,04-19-2024,CRM Pro,North America,11160,6,Lost
O-400937,2023-02-23,2023-01,2023-03-03,Analytics Suite,North America,2921,4,Qualified
O-400938,May 2023,May 2023,2023-05-22,Analytics Suite,North America,4611,10,Lost
O-400939,2024/12/02,Nov 2024,2024/12/13,CRM Pro,North America,16589,9,Lost
O-400940,2023-03,Mar 2023,Apr 2023,CRM Pro,North America,12756,5,Qualified
O-400941,2024-12,Nov 2024,2024/12/10,Sales Booster,Europe,3661,5,Won
O-400942,12/09/2023,2023-08-23,Sep 2023,CRM Pro,Europe,12093,11,Lost
O-400943,2023-12,11-22-2023,12-08-2023,Sales Booster,Europe,6591,3,Lost
O-400944,27/06/2023,2023-06-22,2023-07-15,Sales Booster,Europe,2707,13,Qualified
O-400945,07-29-2023,07-01-2023,Aug 2023,Analytics Suite,Europe,2036,10,Lost
O-400946,32/13/2024,Feb 2023,03-17-2023,Sales Booster,Asia,17948,10,Qualified
O-400947,Jul 2024,2024-07-11,2024-07,Analytics Suite,Asia,8336,9,Qualified
O-400948,2024/06/27,2024-06,Jul 2024,Sales Booster,Europe,12179,5,Qualified
O-400949,2024/09/18,2024-09,2024/10/06,Analytics Suite,North America,8070,1,Lost
O-400950,2023-08-10,2023-08,2023-08,Analytics Suite,North America,13459,4,Qualified
O-400951,25/09/2024,2024-08-31,11/10/2024,Sales Booster,North America,10392,11,Won
O-400952,11-16-2024,07/11/2024,20/11/2024,Sales Booster,North America,11045,2,Lost
O-400953,2023-02,2023-01,2023-03-10,CRM Pro,Europe,15782,7,Lost
O-400954,2024-03-02,2024/02/01,04/03/2024,Analytics Suite,Asia,9224,9,Lost
O-400955,24/10/2023,2023-10-08,11-05-2023,Analytics Suite,Europe,14210,6,Lost
O-400956,2024/12/13,12-02-2024,2024-12,Analytics Suite,Europe,17260,2,Lost
O-400957,2023-06-13,2023-06-02,2023-07-01,Analytics Suite,Europe,19546,10,Lost
O-400958,2023-06,05-31-2023,26/06/2023,Sales Booster,North America,19296,11,Lost
O-400959,2024/01/27,2023-12-30,13/02/2024,Sales Booster,Europe,3495,11,Lost
O-400960,Nov 2023,24/10/2023,11-28-2023,CRM Pro,North America,18307,8,Lost
O-400961,15/02/2023,2023/02/09,02-26-2023,Sales Booster,Europe,5623,13,Qualified
O-400962,2024-07,Jul 2024,2024-08,Sales Booster,Europe,19916,4,Qualified
O-400963,Jan 2024,01-17-2024,25/01/2024,Sales Booster,Europe,7698,7,Qualified
O-400964,32/13/2024,2023/01/31,2023/02/21,CRM Pro,Europe,2298,5,Qualified
O-400965,2024-05,May 2024,2024-06,CRM Pro,Europe,17759,5,Lost
O-400966,May 2024,2024-04-11,2024/05/26,Analytics Suite,Europe,17477,12,Lost
O-400967,Nov 2023,12/11/2023,05/12/2023,Analytics Suite,Europe,15218,10,Lost
O-400968,Nov 2023,11-10-2023,Dec 2023,CRM Pro,Europe,18366,11,Won
O-400969,26/06/2023,06-09-2023,16/07/2023,Sales Booster,Europe,10857,7,Qualified
O-400970,04-08-2023,03-18-2023,24/04/2023,Sales Booster,Europe,14964,4,Qualified
O-400971,2024/01/18,2023/12/30,2024-02-06,Sales Booster,North America,3122,1,Qualified
O-400972,2023-12-13,2023-11,12-22-2023,CRM Pro,Asia,8130,14,Lost
O-400973,2024/01/19,Dec 2023,02-07-2024,CRM Pro,Europe,9342,7,Won
O-400974,19/09/2023,2023-09,2023-09-30,CRM Pro,Europe,3845,10,Won
O-400975,17/02/2023,02-05-2023,02/03/2023,Analytics Suite,North America,10750,15,Won
O-400976,2024-08,2024/08/17,2024/08/27,Sales Booster,Europe,16123,5,Lost
O-400977,2024-02-06,Jan 2024,Feb 2024,Analytics Suite,Europe,4634,3,Qualified
O-400978,07/08/2024,2024-07-26,2024-08-11,Sales Booster,Europe,14057,4,Won
O-400979,2023-10,Sep 2023,10-31-2023,Sales Booster,Asia,2108,14,Won
O-400980,2024-06-08,2024/05/19,18/06/2024,CRM Pro,North America,8519,6,Qualified
O-400981,01/05/2023,2023/04/09,2023-05-10,Sales Booster,Europe,678,15,Lost
O-400982,10-04-2024,Sep 2024,2024-10,Sales Booster,Asia,11150,1,Lost
O-400983,2023-07,06-18-2023,2023-07,Sales Booster,Asia,4844,6,Qualified
O-400984,2024-04,26/03/2024,08/05/2024,CRM Pro,Europe,8027,4,Qualified
O-400985,09/01/2023,10/12/2022,2023/01/20,Analytics Suite,North America,3971,5,Qualified
O-400986,2023-05-04,04-06-2023,23/05/2023,CRM Pro,North America,2476,4,Qualified
O-400987,2023-11-10,2023-10,23/11/2023,Sales Booster,North America,12142,8,Won
O-400988,2024-06-23,2024/06/18,2024-07,CRM Pro,Asia,1479,11,Lost
O-400989,19/08/2023,29/07/2023,08-29-2023,Sales Booster,Europe,15561,6,Qualified
O-400990,2024/10/21,10-03-2024,2024-11,Analytics Suite,Europe,4715,6,Won
O-400991,2023/10/10,10/09/2023,10-23-2023,Analytics Suite,Asia,5110,9,Qualified
O-400992,2024-10-19,2024/09/26,2024/10/31,Sales Booster,North America,5283,10,Won
O-400993,2023-02-26,2023-02-02,03/03/2023,Analytics Suite,Asia,18396,11,Lost
O-400994,Jul 2023,2023-07,06/08/2023,Sales Booster,North America,2683,13,Lost
O-400995,2023-03-05,03/02/2023,03-22-2023,Sales Booster,Asia,17668,8,Won
O-400996,Mar 2024,29/02/2024,2024-03-14,Sales Booster,Europe,10445,15,Qualified
O-400997,Jun 2024,Jun 2024,Jul 2024,CRM Pro,Europe,2457,7,Qualified
O-400998,2023-09,Aug 2023,2023/09/24,Analytics Suite,North America,17822,5,Won
O-400999,2023-04-07,2023/03/08,2023-04-24,Sales Booster,Asia,5057,8,Won
O-401000,2023-07-25,2023-06-27,08-04-2023,CRM Pro,North America,19777,4,Won
O-401001,2023/09/09,2023/08/25,2023-09,Analytics Suite,North America,16277,9,Won
O-401002,10-16-2023,11/10/2023,Oct 2023,Sales Booster,North America,11602,13,Qualified
O-401003,06/05/2023,19/04/2023,2023-05,Analytics Suite,Europe,512,13,Qualified
O-401004,Dec 2024,11-23-2024,2024-12,CRM Pro,North America,9694,11,Lost
O-401005,Nov 2024,11-04-2024,Dec 2024,Analytics Suite,Asia,1426,8,Qualified
O-401006,12-17-2023,2023-12-06,2024-01,Analytics Suite,North America,18554,15,Won
O-401007,11-16-2024,11-11-2024,2024/11/29,Analytics Suite,North America,3678,14,Qualified
O-401008,2023-10-25,2023/10/05,Nov 2023,Analytics Suite,Europe,14023,8,Qualified
O-401009,2024/02/28,2024-02,2024-03-13,Analytics Suite,Europe,17013,2,Qualified
O-401010,2023/11/16,Nov 2023,2023/12/04,Analytics Suite,Asia,18129,8,Qualified
O-401011,03/11/2024,28/10/2024,18/11/2024,Analytics Suite,North America,10754,4,Lost
O-401012,2024-03,2024-02,2024-03-15,Sales Booster,Europe,4717,12,Lost
O-401013,2024/07/21,2024/06/24,05/08/2024,Sales Booster,North America,8615,5,Lost
O-401014,2023-08,07-24-2023,08-11-2023,Analytics Suite,Asia,3270,2,Won
O-401015,2023-07,2023/07/04,Aug 2023,CRM Pro,North America,10126,2,Won
O-401016,30/05/2024,2024-05-06,2024/06/17,Analytics Suite,Europe,6280,6,Won
O-401017,2023/05/24,2023-04,2023-06,Sales Booster,Asia,9955,1,Qualified
O-401018,07-21-2024,Jul 2024,07-26-2024,Analytics Suite,Europe,10827,3,Won
O-401019,01-18-2024,01-06-2024,2024-01,Analytics Suite,Asia,3016,11,Lost
O-401020,2023-10,2023-10-05,2023/10/17,Sales Booster,North America,11328,12,Lost
O-401021,02-15-2024,22/01/2024,03-02-2024,CRM Pro,Europe,2222,2,Won
O-401022,2024-02-10,2024/01/27,12/02/2024,Sales Booster,North America,19040,12,Qualified
O-401023,Jan 2024,Dec 2023,Jan 2024,Analytics Suite,Europe,2036,8,Lost
O-401024,2023/08/10,2023/08/03,25/08/2023,Analytics Suite,Europe,6663,10,Lost
O-401025,02-06-2024,2024-02,2024-02-14,Sales Booster,North America,13619,5,Won
O-401026,06-09-2023,19/05/2023,2023-06,CRM Pro,Europe,9673,11,Won
O-401027,31/01/2023,01-11-2023,Feb 2023,Analytics Suite,Asia,15950,1,Won
O-401028,18/01/2024,Dec 2023,2024/02/04,Analytics Suite,Europe,2492,5,Qualified
O-401029,2023/01/12,Dec 2022,25/01/2023,CRM Pro,Asia,11491,14,Qualified
O-401030,04/10/2024,2024-09,2024-10-13,Analytics Suite,Asia,8598,6,Won
O-401031,01-12-2024,2023-12-20,2024-01-28,CRM Pro,Europe,18139,15,Won
O-401032,2023/04/19,Mar 2023,2023-05-09,Analytics Suite,Asia,9807,11,Lost
O-401033,2024-11,29/10/2024,2024/12/10,CRM Pro,Europe,9301,6,Lost
O-401034,2023-06-27,Jun 2023,2023-07,CRM Pro,Asia,7048,6,Won
O-401035,2023-10,2023/09/23,2023-10,CRM Pro,Europe,13020,5,Won
O-401036,Feb 2024,2024/01/25,19/02/2024,Analytics Suite,Europe,4779,2,Lost
O-401037,2023-04-30,Apr 2023,05-12-2023,CRM Pro,Asia,4948,15,Lost
O-401038,02-05-2023,2023/01/30,25/02/2023,CRM Pro,Asia,12239,12,Qualified
O-401039,Feb 2023,2023-01-21,03/03/2023,Sales Booster,North America,17698,14,Qualified
O-401040,14/12/2023,18/11/2023,Dec 2023,CRM Pro,Asia,2728,6,Lost
O-401041,2024-04-25,04-11-2024,05-13-2024,Analytics Suite,Asia,12389,10,Qualified
O-401042,2023/03/27,2023/02/28,Mar 2023,CRM Pro,Europe,18935,3,Lost
O-401043,2023-03,22/02/2023,03-22-2023,Analytics Suite,Europe,18240,6,Qualified
O-401044,2023-01,16/01/2023,2023-02-06,Sales Booster,Asia,14119,5,Won
O-401045,16/06/2024,2024/05/31,29/06/2024,CRM Pro,Europe,4699,8,Won
O-401046,2023/04/21,2023-04,2023/05/07,Sales Booster,Asia,14812,10,Qualified
O-401047,26/04/2024,04-13-2024,04/05/2024,CRM Pro,Asia,11872,7,Lost
O-401048,2024-05,Apr 2024,25/05/2024,Sales Booster,North America,9548,13,Lost
O-401049,32/13/2024,12/06/2023,15/07/2023,Sales Booster,Asia,13802,4,Qualified
O-401050,04/02/2023,2023-01-05,Feb 2023,CRM Pro,Asia,18347,9,Won
O-401051,Sep 2024,22/09/2024,2024-10,CRM Pro,Asia,11899,4,Lost
O-401052,2023-08-24,08-05-2023,2023-08-31,Analytics Suite,Europe,9485,11,Won
O-401053,32/13/2024,2023-10-10,28/10/2023,Sales Booster,North America,893,13,Lost
O-401054,2023-05,2023-04,2023-05-29,CRM Pro,North America,6273,14,Lost
O-401055,2024-02-17,Jan 2024,2024-03,CRM Pro,Asia,10793,9,Won
O-401056,12/08/2023,2023-08-01,20/08/2023,Sales Booster,Asia,5688,6,Won
O-401057,07-16-2023,2023-07-05,2023/07/21,CRM Pro,Asia,14510,15,Won
O-401058,2023-03-22,2023-03-02,2023-04-11,Analytics Suite,Asia,17577,11,Qualified
O-401059,2023/08/07,17/07/2023,2023-08,CRM Pro,Europe,3973,15,Qualified
O-401060,22/07/2023,Jun 2023,2023-07,CRM Pro,Europe,11528,7,Qualified
O-401061,Dec 2024,2024-11,Jan 2025,Analytics Suite,North America,634,10,Qualified
O-401062,02-13-2023,2023/01/31,Feb 2023,CRM Pro,North America,16878,9,Won
O-401063,2023-09,08-24-2023,09-29-2023,CRM Pro,Asia,10825,7,Lost
O-401064,Jan 2023,01-10-2023,Feb 2023,CRM Pro,North America,16623,5,Lost
O-401065,2023/08/09,07-17-2023,24/08/2023,Sales Booster,Europe,18116,1,Lost
O-401066,2024/03/28,2024-03,04-10-2024,Sales Booster,Europe,3230,12,Won
O-401067,2023/11/24,2023-11,Dec 2023,CRM Pro,North America,8616,1,Lost
O-401068,21/09/2024,26/08/2024,2024-09-26,Analytics Suite,Europe,8362,4,Won
O-401069,2024/02/24,Feb 2024,2024/03/13,CRM Pro,North America,10742,4,Lost
O-401070,04-26-2023,2023/04/06,2023-04,CRM Pro,North America,9351,14,Won
O-401071,Aug 2024,2024-08-12,Aug 2024,Analytics Suite,Europe,10671,7,Lost
O-401072,2023-05-13,20/04/2023,May 2023,Sales Booster,Europe,9386,9,Won
O-401073,04-07-2023,2023-03-14,17/04/2023,CRM Pro,Asia,10140,2,Won
O-401074,01-24-2023,Jan 2023,2023/02/05,Analytics Suite,Asia,19157,8,Qualified
O-401075,2024-11,Oct 2024,2024-11-16,Sales Booster,Asia,12447,2,Lost
O-401076,12-04-2023,Nov 2023,17/12/2023,Sales Booster,North America,1794,8,Lost
O-401077,Jul 2024,2024/07/17,Aug 2024,CRM Pro,Asia,18169,6,Qualified
O-401078,Feb 2024,2024-02-02,2024/02/27,Sales Booster,Asia,5188,6,Lost
O-401079,2023/09/27,09-02-2023,2023/09/30,Sales Booster,Europe,7805,7,Qualified
O-401080,09-11-2024,Sep 2024,2024-09-21,Analytics Suite,Asia,15952,2,Qualified
O-401081,28/12/2024,2024-12-11,2025-01-13,Analytics Suite,Asia,17194,12,Won
O-401082,2023-05-25,2023/05/10,06-02-2023,CRM Pro,North America,1715,3,Qualified
O-401083,2024-04,2024-03,04-21-2024,Sales Booster,North America,573,1,Won
O-401084,Feb 2023,Jan 2023,Feb 2023,CRM Pro,Asia,6415,7,Qualified
O-401085,2023-02,01-21-2023,2023/02/11,CRM Pro,North America,2512,12,Won
O-401086,2023/02/23,11/02/2023,2023/03/10,Sales Booster,Europe,10871,4,Lost
O-401087,26/11/2024,11-13-2024,2024-12-10,CRM Pro,North America,7036,11,Won
O-401088,2024-10,Sep 2024,2024-10-10,Analytics Suite,North America,11657,2,Qualified
O-401089,2023-01,17/12/2022,01-15-2023,Sales Booster,Asia,11650,2,Qualified
O-401090,2024-09-04,2024/08/17,23/09/2024,Analytics Suite,Asia,19691,7,Won
O-401091,2023-05-20,Apr 2023,30/05/2023,Analytics Suite,Europe,19558,10,Won
O-401092,23/09/2024,10/09/2024,2024-09,Sales Booster,North America,13886,3,Lost
O-401093,2024-05,05-15-2024,2024-05,Analytics Suite,Asia,6423,11,Lost
O-401094,2023-08-03,Jul 2023,08-17-2023,Analytics Suite,North America,11813,5,Won
O-401095,2024-04-19,11/04/2024,2024-04,Sales Booster,Asia,1777,1,Won
O-401096,Feb 2024,2024/02/11,24/02/2024,Analytics Suite,North America,6832,14,Lost
O-401097,07-04-2024,27/06/2024,2024/07/23,Analytics Suite,Asia,10652,11,Lost
O-401098,13/01/2024,2024/01/07,2024-01,CRM Pro,Asia,17751,14,Lost
O-401099,Aug 2023,2023-07,09-04-2023,Sales Booster,North America,5053,11,Qualified
O-401100,20/10/2024,2024/10/15,25/10/2024,Analytics Suite,Europe,12311,9,Lost
O-401101,2023-03,2023-03,2023-04,Analytics Suite,Asia,18959,12,Lost
O-401102,03-19-2023,20/02/2023,Mar 2023,Analytics Suite,Asia,7163,1,Won
O-401103,Mar 2024,Mar 2024,19/03/2024,CRM Pro,North America,11893,14,Qualified
O-401104,10-29-2023,2023-10-16,2023/11/18,Analytics Suite,North America,7547,4,Won
O-401105,2023-08,05/07/2023,08-06-2023,CRM Pro,Europe,6255,2,Lost
O-401106,Sep 2024,09/08/2024,Sep 2024,Analytics Suite,Europe,13142,13,Lost
O-401107,2023-01,2022-12-26,2023-01-17,Analytics Suite,North America,4285,15,Won
O-401108,2023-05,Apr 2023,06-07-2023,Sales Booster,Asia,13061,10,Won
O-401109,11/02/2024,24/01/2024,23/02/2024,Analytics Suite,North America,9913,9,Qualified
O-401110,Apr 2024,Apr 2024,2024/05/02,Sales Booster,Europe,16452,5,Qualified
O-401111,32/13/2024,02-01-2023,08/03/2023,CRM Pro,North America,18124,15,Won
O-401112,11-06-2024,2024/10/28,Nov 2024,Sales Booster,Europe,5279,15,Qualified
O-401113,Dec 2023,11/11/2023,24/12/2023,CRM Pro,Europe,16898,3,Lost
O-401114,2024-11-26,2024-11,2024/12/15,CRM Pro,Europe,2412,7,Qualified
O-401115,2024-12-17,2024/11/17,2025/01/04,CRM Pro,Europe,19047,14,Lost
O-401116,10-14-2024,09-25-2024,2024-10-18,CRM Pro,Europe,2785,3,Won
O-401117,26/09/2024,2024-09,2024-10-16,Sales Booster,North America,14312,5,Qualified
O-401118,08/07/2023,2023-06,2023/07/16,Analytics Suite,Asia,14528,6,Qualified
O-401119,07-26-2023,2023-07,29/07/2023,Sales Booster,North America,17820,11,Lost
O-401120,Sep 2024,13/08/2024,2024-09,CRM Pro,Asia,14381,3,Lost
O-401121,28/10/2024,10-22-2024,02/11/2024,CRM Pro,Asia,5787,12,Lost
O-401122,2024-05-25,2024-05-20,2024-06,CRM Pro,Europe,16590,12,Lost
O-401123,Sep 2023,2023/09/14,Oct 2023,Sales Booster,Europe,16230,14,Won
O-401124,04-15-2024,04-02-2024,Apr 2024,Analytics Suite,North America,14080,14,Won
O-401125,Jan 2024,Dec 2023,2024-01,Analytics Suite,North America,9591,1,Won
O-401126,04-21-2024,2024/04/15,2024/05/09,Analytics Suite,North America,1456,11,Lost
O-401127,2024/05/08,2024-04,2024-05,Sales Booster,Europe,13411,11,Lost
O-401128,2023/08/11,2023-07,25/08/2023,Sales Booster,North America,9012,6,Won
O-401129,05-08-2024,2024/04/30,2024-05-23,CRM Pro,Europe,1747,14,Qualified
O-401130,24/01/2024,Jan 2024,2024-02-03,Sales Booster,Asia,1954,9,Qualified
O-401131,2023/12/03,2023/11/12,2023-12-10,CRM Pro,North America,8408,9,Won
O-401132,2023-06,2023-05-09,2023/06/20,Sales Booster,North America,19505,13,Won
O-401133,Jul 2024,2024-06-12,07-23-2024,CRM Pro,Europe,2951,5,Lost
O-401134,31/03/2024,2024-03,19/04/2024,Analytics Suite,Asia,19588,3,Lost
O-401135,2024-11-17,10-23-2024,Nov 2024,Sales Booster,Asia,2597,6,Lost
O-401136,2024-03,2024/03/07,2024-03-26,Analytics Suite,North America,10436,8,Qualified
O-401137,2023/11/16,2023/11/04,2023/12/06,CRM Pro,Asia,19631,7,Won
O-401138,2024/01/13,Dec 2023,19/01/2024,CRM Pro,Europe,17904,14,Won
O-401139,2023-09,2023-08,2023-10-06,CRM Pro,Asia,6987,8,Qualified
O-401140,Dec 2023,Nov 2023,2024-01,CRM Pro,Asia,992,10,Qualified
O-401141,02/08/2024,07-10-2024,Aug 2024,Sales Booster,Asia,6102,14,Qualified
O-401142,19/11/2023,2023-11-13,12-02-2023,Sales Booster,Asia,3889,7,Lost
O-401143,13/06/2023,05-16-2023,2023/06/29,Analytics Suite,Asia,16833,3,Won
O-401144,2023/04/23,2023-04,04-27-2023,Analytics Suite,North America,12704,2,Won
O-401145,32/13/2024,02-13-2024,Mar 2024,Sales Booster,Asia,14863,2,Won
O-401146,25/11/2023,11-19-2023,05/12/2023,Analytics Suite,North America,7767,15,Lost
O-401147,2023-04,Mar 2023,Apr 2023,Analytics Suite,Europe,4994,13,Won
O-401148,2023-02-26,Feb 2023,2023/03/09,Sales Booster,Asia,5034,14,Lost
O-401149,08/10/2023,2023-09,2023-10-11,Sales Booster,Europe,10631,7,Lost
O-401150,17/08/2023,07-22-2023,2023-08,CRM Pro,North America,18438,15,Won
O-401151,May 2023,05/05/2023,Jun 2023,CRM Pro,Europe,7040,2,Lost
O-401152,05-30-2024,04-30-2024,Jun 2024,Sales Booster,Europe,7056,9,Lost
O-401153,04-23-2024,2024-04-17,09/05/2024,Analytics Suite,Asia,5794,12,Lost
O-401154,25/03/2023,2023-03,2023/03/30,CRM Pro,Asia,10066,9,Qualified
O-401155,Jan 2023,2022/12/16,10/01/2023,Analytics Suite,Europe,5675,2,Qualified
O-401156,2023-12,Dec 2023,13/01/2024,Sales Booster,Europe,15510,2,Won
O-401157,12-13-2024,11-16-2024,Dec 2024,Analytics Suite,Asia,3268,2,Won
O-401158,2023-02-13,30/01/2023,Mar 2023,CRM Pro,Asia,10491,4,Lost
O-401159,Jan 2023,Dec 2022,Jan 2023,Sales Booster,Europe,5894,12,Lost
O-401160,2024-08-02,2024/07/03,03/08/2024,CRM Pro,Europe,9372,13,Won
O-401161,2023-01-22,2022-12-24,2023-02-07,Sales Booster,Europe,9170,14,Lost
O-401162,32/13/2024,24/04/2024,05-16-2024,CRM Pro,Europe,13587,11,Lost
O-401163,2023-03,Mar 2023,2023/04/03,CRM Pro,Europe,16255,9,Lost
O-401164,2023-09,Sep 2023,08/10/2023,Sales Booster,Europe,19786,3,Won
O-401165,10-28-2024,10-03-2024,2024-11,Analytics Suite,Asia,18227,2,Lost
O-401166,03/06/2023,2023-05,16/06/2023,Analytics Suite,North America,3194,5,Lost
O-401167,16/02/2024,26/01/2024,2024-02,Sales Booster,Europe,5985,6,Won
O-401168,02-04-2024,2024/01/13,2024-02,Sales Booster,Asia,6657,6,Won
O-401169,12-13-2023,2023/11/29,12-20-2023,Analytics Suite,North America,3256,12,Qualified
O-401170,2023-07-01,2023-06,20/07/2023,Sales Booster,North America,6551,9,Qualified
O-401171,2024-01,2024/01/17,2024/02/10,Analytics Suite,Asia,3587,11,Lost
O-401172,2023/03/28,Mar 2023,2023-04-15,Sales Booster,Asia,18809,8,Qualified
O-401173,2023/02/16,2023/02/11,18/02/2023,CRM Pro,North America,4290,15,Qualified
O-401174,2024-02-01,08/01/2024,02-16-2024,CRM Pro,Asia,7962,11,Won
O-401175,2024/02/13,01-25-2024,2024-03,Sales Booster,Asia,3350,6,Won
O-401176,2024-05-27,21/05/2024,2024-06,Analytics Suite,Asia,1066,13,Qualified
O-401177,2023-02,Jan 2023,Mar 2023,CRM Pro,Asia,17214,8,Qualified
O-401178,06/01/2024,2023-12-22,2024-01-18,Analytics Suite,Asia,5721,9,Won
O-401179,30/05/2023,2023-05-09,Jun 2023,Sales Booster,Europe,8872,6,Lost
O-401180,2024-12-31,Dec 2024,10/01/2025,Analytics Suite,North America,4620,14,Lost
O-401181,2023-12-31,2023-12-23,2024/01/11,CRM Pro,North America,10578,8,Lost
O-401182,24/11/2023,01/11/2023,2023-11,Analytics Suite,Asia,7040,14,Qualified
O-401183,2023-02,Jan 2023,2023/03/01,Sales Booster,Europe,14363,1,Lost
O-401184,2024/02/05,07/01/2024,2024-02-06,CRM Pro,North America,13924,9,Lost
O-401185,06-18-2024,05-31-2024,21/06/2024,Sales Booster,Asia,8469,2,Won
O-401186,22/06/2023,10/06/2023,Jul 2023,Analytics Suite,North America,13838,3,Won
O-401187,2024-11,11-11-2024,2024/12/16,Sales Booster,Europe,18671,5,Lost
O-401188,32/13/2024,2022-12,22/01/2023,CRM Pro,Asia,15439,15,Lost
O-401189,2023/01/09,2022-12-24,22/01/2023,Analytics Suite,Asia,7257,12,Won
O-401190,May 2024,Apr 2024,21/05/2024,CRM Pro,North America,6037,2,Lost
O-401191,Jun 2023,05-28-2023,2023/07/14,Analytics Suite,Europe,6059,5,Lost
O-401192,2023-07-05,2023/06/28,2023-07,Sales Booster,Asia,2507,8,Won
O-401193,2023/07/04,2023-06-24,07-06-2023,CRM Pro,Europe,15668,4,Won
O-401194,11-30-2023,11-06-2023,2023-12-10,CRM Pro,Europe,10241,7,Lost
O-401195,09-01-2024,2024-08-12,2024-09-17,Analytics Suite,Asia,19115,4,Qualified
O-401196,Mar 2024,Mar 2024,2024/04/14,Analytics Suite,Europe,13166,10,Lost
O-401197,32/13/2024,2023-11,2023-12,Analytics Suite,Asia,1751,5,Lost
O-401198,11-16-2023,11-04-2023,24/11/2023,Analytics Suite,Europe,7278,9,Qualified
O-401199,06-19-2024,07/06/2024,2024/07/02,Analytics Suite,North America,14886,10,Won
O-401200,2024-04-15,2024-03,18/04/2024,Analytics Suite,North America,7749,11,Won
O-401201,Jan 2023,2023/01/01,01-31-2023,Analytics Suite,Europe,18747,4,Qualified
O-401202,29/04/2023,03-31-2023,May 2023,Analytics Suite,Asia,6262,10,Qualified
O-401203,30/01/2024,04/01/2024,Feb 2024,Analytics Suite,Asia,19587,10,Qualified
O-401204,21/02/2023,2023-01,Mar 2023,Analytics Suite,Europe,10945,1,Qualified
O-401205,08-27-2024,31/07/2024,2024-08-28,CRM Pro,Europe,5593,14,Qualified
O-401206,2023-01,Dec 2022,23/01/2023,Sales Booster,Asia,16030,2,Qualified
O-401207,32/13/2024,Aug 2023,Sep 2023,Analytics Suite,Asia,1520,13,Won
O-401208,05-07-2024,2024-04,2024-05,CRM Pro,Europe,17934,15,Lost
O-401209,07/02/2023,01-18-2023,2023-02-21,CRM Pro,Europe,6564,14,Won
O-401210,2024-03,Mar 2024,2024-04-05,Analytics Suite,North America,4427,12,Qualified
O-401211,Aug 2024,2024-07-30,2024-08-27,Sales Booster,Europe,5588,8,Qualified
O-401212,08-25-2023,2023-08-18,2023-09-06,CRM Pro,North America,19873,4,Won
O-401213,06-04-2024,May 2024,2024-06,Analytics Suite,Asia,12639,12,Qualified
O-401214,2023/12/28,Dec 2023,2023-12,CRM Pro,Europe,15509,15,Qualified
O-401215,2023-04,2023/04/11,05/05/2023,CRM Pro,Asia,4312,11,Lost
O-401216,2024/08/06,Jul 2024,2024/08/07,Analytics Suite,North America,2392,14,Won
O-401217,2023-12,12-01-2023,01-02-2024,Analytics Suite,North America,14950,2,Qualified
O-401218,Mar 2023,02-20-2023,2023/03/25,Sales Booster,Asia,10134,12,Qualified
O-401219,2024-01,2024/01/22,2024/02/01,CRM Pro,Asia,3459,11,Lost
O-401220,32/13/2024,Jan 2023,02-05-2023,Sales Booster,Europe,11523,4,Won
O-401221,2024-07,18/06/2024,2024-08-03,Sales Booster,Europe,4675,8,Qualified
O-401222,2024/01/19,13/01/2024,2024-01-26,CRM Pro,Europe,8283,2,Qualified
O-401223,2024-05-28,2024/05/15,Jun 2024,Sales Booster,Europe,18149,3,Won
O-401224,25/07/2023,2023-07-03,Aug 2023,Sales Booster,North America,3351,8,Qualified
O-401225,2023/02/11,2023-01-24,2023-02-24,Analytics Suite,Asia,15453,1,Lost
O-401226,27/07/2023,2023/07/13,2023-08-14,Analytics Suite,Europe,12108,5,Qualified
O-401227,32/13/2024,26/09/2024,2024/10/08,Analytics Suite,Asia,1667,9,Qualified
O-401228,Jun 2024,18/05/2024,2024/06/06,Sales Booster,Asia,6693,10,Lost
O-401229,2023/06/03,2023-05-19,2023-06-13,CRM Pro,North America,12444,7,Qualified
O-401230,Jul 2023,Jun 2023,2023/07/24,Analytics Suite,North America,10761,9,Lost
O-401231,2023-07-27,Jul 2023,2023/08/11,Sales Booster,Asia,18150,2,Lost
O-401232,2024-01-03,2023-12,09/01/2024,Sales Booster,Asia,16792,4,Qualified
O-401233,Jan 2023,2022/12/16,2023/02/02,Analytics Suite,Europe,9419,10,Qualified
O-401234,Jan 2023,12-10-2022,Jan 2023,Analytics Suite,North America,7266,4,Won
O-401235,2024-11-20,11-14-2024,2024-11-29,Analytics Suite,Europe,14186,14,Lost
O-401236,2024-03,2024-02-27,2024-04-04,Sales Booster,Asia,1987,5,Won
O-401237,2023/05/16,May 2023,03/06/2023,Analytics Suite,Europe,2040,6,Qualified
