order_id,opportunity_id,customer_id,lead_date,close_date,order_date,revenue,units,product_id,product_name,category,salesperson,region,channel,stage,is_returning
O-101946,OPP-201946,C-3243,2023-07-27,,,708.0,3.0,103,Sales Booster,Software,Salesperson_3,Asia,Partner,Lead,False
O-101947,OPP-201947,C-4994,2023-04-14,2023-04-27,2023-04-27,2448.0,12.0,103,Sales Booster,Software,Salesperson_4,North America,Partner,Won,True
,OPP-201948,C-4072,2024-01-08,2024-01-31,2024-01-31,2486.0,11.0,102,Analytics Suite,Software,Salesperson_2,Asia,Outbound,Lead,False
O-101949,OPP-201949,C-2193,2024-07-10,,,13266.0,11.0,101,CRM Pro,Software,Salesperson_10,Europe,,Won,True
O-101950,OPP-201950,C-1946,2023-03-05,,,19995.0,15.0,101,CRM Pro,Software,Salesperson_1,Europe,,Lost,False
O-101951,OPP-201951,C-4691,2023-11-27,2023-12-15,2023-12-15,1032.0,,101,CRM Pro,Software,Salesperson_6,North America,Outbound,Lead,True
O-101952,OPP-201952,C-3517,2023-04-29,,,5292.0,7.0,201,POS Terminal,Hardware,Salesperson_4,Europe,Outbound,Qualified,True
O-101953,OPP-201953,C-3794,2024-07-06,2024-07-12,2024-07-12,,10.0,101,CRM Pro,Software,Salesperson_8,Asia,Inbound,Lead,False
,OPP-201954,C-4768,2023-12-02,2023-12-13,2023-12-13,,5.0,201,POS Terminal,Hardware,Salesperson_4,North America,Partner,Won,False
O-101955,OPP-201955,C-1687,2023-11-22,,,4176.0,,103,Sales Booster,Software,,Asia,,Qualified,False
O-101956,OPP-201956,C-4819,2024-12-01,2024-12-15,2024-12-15,1626.0,3.0,102,Analytics Suite,Software,Salesperson_10,Asia,Partner,Qualified,False
O-101957,OPP-201957,C-4530,2024-05-29,2024-06-23,,1968.0,4.0,101,CRM Pro,Software,Salesperson_6,Asia,Partner,Lead,False
O-101958,OPP-201958,C-2317,2023-02-27,2023-03-06,2023-03-06,3906.0,14.0,102,Analytics Suite,Software,Salesperson_10,Asia,Inbound,Won,True
O-101959,OPP-201959,C-2176,2024-08-23,2024-09-03,2024-09-03,1552.0,2.0,102,Analytics Suite,Software,Salesperson_9,Asia,Partner,Lost,True
O-101960,OPP-201960,C-3582,2024-07-23,,,4816.0,8.0,102,Analytics Suite,Software,,Europe,Partner,Qualified,
O-101961,OPP-201961,C-1301,2023-10-08,2023-10-29,2023-10-29,1235.0,5.0,101,CRM Pro,Software,Salesperson_4,Europe,Inbound,Won,False
O-101962,OPP-201962,C-1603,2024-06-03,2024-06-20,2024-06-20,260.0,1.0,103,Sales Booster,Software,Salesperson_9,Asia,Inbound,Won,False
O-101963,OPP-201963,C-4803,2024-07-07,,,8100.0,9.0,103,Sales Booster,Software,Salesperson_10,Asia,Inbound,Qualified,True
O-101964,OPP-201964,C-3011,2023-05-24,,,,10.0,201,POS Terminal,Hardware,Salesperson_3,Europe,Partner,Won,True
O-101965,OPP-201965,C-4326,2024-02-28,2024-03-06,2024-03-06,12267.0,9.0,103,Sales Booster,Software,,Europe,,Won,True
O-101966,OPP-201966,C-4281,2024-11-18,2024-11-29,2024-11-29,18956.0,14.0,103,Sales Booster,Software,Salesperson_1,Asia,,Won,False
O-101967,OPP-201967,C-2872,2023-04-03,2023-04-23,2023-04-23,14184.0,12.0,201,POS Terminal,Hardware,,Europe,Inbound,Won,True
O-101968,OPP-201968,C-4366,2023-01-13,2023-01-23,2023-01-23,14232.0,12.0,102,Analytics Suite,Software,Salesperson_5,Asia,,Lead,True
O-101969,OPP-201969,C-1923,2023-07-17,2023-07-24,2023-07-24,,10.0,102,Analytics Suite,Software,Salesperson_10,Asia,Inbound,Lead,False
O-101970,OPP-201970,C-1123,2024-02-22,2024-03-16,2024-03-16,1036.0,2.0,101,CRM Pro,Software,Salesperson_2,North America,Outbound,Lead,False
O-101971,OPP-201971,C-3736,2023-12-06,2023-12-20,2023-12-20,3285.0,3.0,201,POS Terminal,Hardware,,North America,Inbound,Qualified,False
O-101972,OPP-201972,C-2187,2023-10-14,2023-11-08,2023-11-08,1248.0,12.0,201,POS Terminal,Hardware,Salesperson_2,Europe,,Qualified,False
O-101973,OPP-201973,C-2438,2024-06-03,2024-06-16,2024-06-16,,9.0,103,Sales Booster,Software,Salesperson_5,Europe,Partner,Qualified,False
O-101974,OPP-201974,C-1580,2023-02-24,,,3024.0,4.0,103,Sales Booster,Software,Salesperson_5,Asia,Inbound,Won,False
O-101975,OPP-201975,C-1045,2024-12-28,,,,14.0,201,POS Terminal,Hardware,Salesperson_1,Asia,Outbound,Qualified,False
O-101976,OPP-201976,C-4229,2024-11-02,,,3260.0,10.0,103,Sales Booster,Software,,Asia,Outbound,Qualified,True
O-101977,OPP-201977,C-4300,2024-12-06,,,1050.0,5.0,103,Sales Booster,Software,Salesperson_10,Asia,Partner,Qualified,False
O-101978,OPP-201978,C-2698,2024-05-12,,,9108.0,9.0,102,Analytics Suite,Software,Salesperson_3,North America,Inbound,Qualified,True
O-101979,OPP-201979,C-1462,2023-04-19,,,12303.0,9.0,103,Sales Booster,Software,Salesperson_7,North America,Outbound,Qualified,True
O-101980,OPP-201980,C-1069,2023-10-30,2023-11-21,2023-11-21,13860.0,10.0,102,Analytics Suite,Software,Salesperson_3,Europe,Inbound,Lead,False
O-101981,OPP-201981,C-3766,2023-04-26,2023-05-14,2023-05-14,4045.0,5.0,201,POS Terminal,Hardware,Salesperson_1,North America,Outbound,Qualified,True
O-101982,OPP-201982,C-4575,2023-09-27,,,1016.0,4.0,102,Analytics Suite,Software,Salesperson_4,Asia,,Lost,False
O-101983,OPP-201983,C-2932,2024-11-26,2024-12-18,2024-12-18,3978.0,13.0,201,POS Terminal,Hardware,Salesperson_7,Asia,Inbound,Lost,True
O-101984,OPP-201984,C-1915,2023-12-24,2024-01-11,2024-01-11,3438.0,6.0,102,Analytics Suite,Software,Salesperson_8,North America,Outbound,Qualified,
O-101985,OPP-201985,C-1139,2023-05-13,,,,11.0,101,CRM Pro,Software,Salesperson_6,Europe,Inbound,Qualified,True
O-101986,OPP-201986,C-3861,2023-12-02,,,,5.0,201,POS Terminal,Hardware,Salesperson_6,Asia,Inbound,Won,False
O-101987,OPP-201987,C-1803,2024-08-01,,,,14.0,103,Sales Booster,Software,Salesperson_6,Asia,Outbound,Lead,False
O-101988,OPP-201988,C-2907,2024-08-21,2024-09-02,2024-09-02,6331.0,13.0,102,Analytics Suite,Software,Salesperson_6,Europe,Inbound,Won,False
O-101989,OPP-201989,C-2019,2024-03-03,2024-03-22,2024-03-22,5000.0,5.0,101,CRM Pro,Software,Salesperson_2,North America,Inbound,Lost,False
O-101990,OPP-201990,C-2789,2023-05-19,2023-05-28,2023-05-28,597.0,1.0,101,CRM Pro,Software,Salesperson_6,Europe,Inbound,Lost,False
O-101991,OPP-201991,C-3367,2024-09-29,2024-10-19,2024-10-19,4039.0,7.0,103,Sales Booster,Software,Salesperson_1,Asia,Partner,Lost,True
O-101992,OPP-201992,C-3809,2023-10-01,2023-10-21,2023-10-21,1890.0,6.0,201,POS Terminal,Hardware,Salesperson_4,North America,Inbound,Lost,False
O-101993,OPP-201993,C-5000,2024-06-01,,,4578.0,7.0,101,CRM Pro,Software,,Europe,,Lead,
O-101994,OPP-201994,C-4813,2023-02-26,,,12120.0,10.0,101,CRM Pro,Software,Salesperson_9,Asia,Inbound,Lost,
O-101995,OPP-201995,C-1272,2023-02-25,2023-03-19,2023-03-19,,13.0,101,CRM Pro,Software,,Asia,Inbound,Lost,True
,OPP-201996,C-2237,2023-10-04,2023-10-26,,2968.0,7.0,103,Sales Booster,Software,Salesperson_2,Asia,Outbound,Lead,True
O-101997,OPP-201997,C-1530,2023-08-03,2023-08-24,2023-08-24,1419.0,,103,Sales Booster,Software,Salesperson_9,Europe,Inbound,Qualified,
O-101998,OPP-201998,C-1891,2023-09-03,2023-09-10,2023-09-10,3120.0,12.0,102,Analytics Suite,Software,Salesperson_1,Europe,,Won,True
O-101999,OPP-201999,C-2461,2024-10-23,2024-11-14,2024-11-14,10408.0,8.0,201,POS Terminal,Hardware,Salesperson_4,North America,Outbound,Qualified,True
O-102000,OPP-202000,C-3932,2024-03-29,2024-04-15,2024-04-15,,2.0,101,CRM Pro,Software,Salesperson_3,Europe,,Qualified,True
O-102001,OPP-202001,C-2528,2024-12-26,,,7716.0,12.0,103,Sales Booster,Software,Salesperson_8,North America,Partner,Lost,False
O-102002,OPP-202002,C-1084,2024-11-02,2024-11-09,2024-11-09,7749.0,9.0,101,CRM Pro,Software,Salesperson_6,North America,Partner,Lost,False
O-102003,OPP-202003,C-1827,2023-05-27,2023-06-17,,15433.0,11.0,101,CRM Pro,Software,Salesperson_2,Asia,Inbound,Lead,True
O-102004,OPP-202004,C-2276,2023-01-01,2023-01-21,,6030.0,5.0,103,Sales Booster,Software,Salesperson_6,North America,Outbound,Qualified,True
,OPP-202005,C-3653,2023-01-11,2023-01-16,2023-01-16,668.0,,103,Sales Booster,Software,,North America,Outbound,Lead,False
O-102006,OPP-202006,C-3803,2023-01-16,,,8100.0,9.0,102,Analytics Suite,Software,Salesperson_2,Europe,,Won,False
O-102007,OPP-202007,C-1116,2024-02-03,2024-02-15,2024-02-15,16188.0,12.0,201,POS Terminal,Hardware,Salesperson_7,Asia,Outbound,Lost,
O-102008,OPP-202008,C-2283,2024-02-13,,,3438.0,9.0,101,CRM Pro,Software,Salesperson_5,Asia,Outbound,Lead,False
O-102009,OPP-202009,C-4873,2024-03-30,2024-04-15,2024-04-15,9376.0,,102,Analytics Suite,Software,Salesperson_2,Europe,Partner,Won,False
O-102010,OPP-202010,C-4346,2023-04-06,2023-04-16,2023-04-16,938.0,7.0,201,POS Terminal,Hardware,Salesperson_6,North America,Inbound,Lead,
O-102011,OPP-202011,C-4852,2024-01-14,2024-01-20,2024-01-20,13247.0,13.0,101,CRM Pro,Software,,North America,Inbound,Won,False
O-102012,OPP-202012,C-2506,2023-02-06,2023-03-01,2023-03-01,10600.0,,102,Analytics Suite,Software,Salesperson_9,North America,Partner,Lost,True
O-102013,OPP-202013,C-3653,2023-09-04,2023-09-09,2023-09-09,6132.0,14.0,101,CRM Pro,Software,Salesperson_5,Europe,Inbound,Lost,False
O-102014,OPP-202014,C-1895,2023-12-09,,,1104.0,6.0,102,Analytics Suite,Software,,North America,,Won,False
,OPP-202015,C-3711,2024-03-07,2024-03-25,2024-03-25,,11.0,102,Analytics Suite,Software,Salesperson_4,Europe,Partner,Won,False
O-102016,OPP-202016,C-1278,2024-09-10,2024-09-17,2024-09-17,13637.0,13.0,101,CRM Pro,Software,Salesperson_7,Asia,Inbound,Lost,True
O-102017,OPP-202017,C-2208,2023-03-16,,,3548.0,4.0,102,Analytics Suite,Software,Salesperson_1,Asia,Outbound,Lost,False
O-102018,OPP-202018,C-3019,2024-04-04,2024-04-18,2024-04-18,7240.0,10.0,102,Analytics Suite,Software,Salesperson_9,Europe,Outbound,Won,False
O-102019,OPP-202019,C-3840,2024-01-05,,,3195.0,15.0,201,POS Terminal,Hardware,,North America,Outbound,Qualified,True
O-102020,OPP-202020,C-3450,2024-01-19,2024-02-07,2024-02-07,1334.0,2.0,201,POS Terminal,Hardware,Salesperson_5,North America,Inbound,Lead,False
O-102021,OPP-202021,C-1648,2023-04-18,,,2544.0,8.0,201,POS Terminal,Hardware,Salesperson_5,North America,,Lost,True
O-102022,OPP-202022,C-1634,2023-09-06,2023-09-21,2023-09-21,13560.0,15.0,102,Analytics Suite,Software,Salesperson_8,Asia,Outbound,Lost,
O-102023,OPP-202023,C-2721,2024-05-24,2024-06-14,,707.0,1.0,101,CRM Pro,Software,Salesperson_1,North America,Inbound,Lead,False
O-102024,OPP-202024,C-3893,2024-03-22,2024-04-01,,,7.0,102,Analytics Suite,Software,Salesperson_10,Europe,Inbound,Qualified,True
O-102025,OPP-202025,C-3768,2023-01-08,2023-01-17,2023-01-17,11895.0,15.0,201,POS Terminal,Hardware,,Asia,Partner,Lead,False
O-102026,OPP-202026,C-1536,2023-04-03,2023-04-13,2023-04-13,2580.0,10.0,103,Sales Booster,Software,Salesperson_2,Asia,Outbound,Lead,False
O-102027,OPP-202027,C-4564,2023-01-26,,,10550.0,10.0,101,CRM Pro,Software,Salesperson_5,Asia,Inbound,Won,True
,OPP-202028,C-1627,2023-05-23,2023-06-11,2023-06-11,3928.0,8.0,201,POS Terminal,Hardware,Salesperson_4,North America,Inbound,Qualified,False
O-102029,OPP-202029,C-1838,2024-01-10,,,4632.0,8.0,103,Sales Booster,Software,Salesperson_1,North America,Inbound,Won,False
O-102030,OPP-202030,C-4072,2023-01-29,,,3276.0,4.0,101,CRM Pro,Software,Salesperson_3,Europe,Outbound,Lead,
O-102031,OPP-202031,C-3155,2023-01-10,2023-02-02,,3204.0,9.0,201,POS Terminal,Hardware,,North America,Inbound,Won,False
O-102032,OPP-202032,C-1411,2024-10-05,2024-10-10,2024-10-10,15169.0,11.0,103,Sales Booster,Software,Salesperson_7,Asia,Outbound,Lead,True
O-102033,OPP-202033,C-4337,2024-08-23,,,4818.0,11.0,101,CRM Pro,Software,Salesperson_2,North America,,Lead,True
O-102034,OPP-202034,C-2788,2023-11-03,2023-11-28,2023-11-28,,2.0,103,Sales Booster,Software,Salesperson_7,North America,Inbound,Lost,False
O-102035,OPP-202035,C-4562,2024-05-25,2024-06-19,2024-06-19,7620.0,15.0,201,POS Terminal,Hardware,,Asia,Inbound,Lost,True
O-102036,OPP-202036,C-2832,2024-03-22,2024-04-13,2024-04-13,,15.0,201,POS Terminal,Hardware,Salesperson_4,Asia,,Won,True
O-102037,OPP-202037,C-2816,2024-12-24,2025-01-01,2025-01-01,3228.0,12.0,102,Analytics Suite,Software,Salesperson_10,North America,Outbound,Lost,False
O-102038,OPP-202038,C-3405,2023-09-14,2023-09-26,2023-09-26,,6.0,102,Analytics Suite,Software,Salesperson_5,Europe,Partner,Qualified,False
O-102039,OPP-202039,C-3028,2023-03-30,2023-04-24,2023-04-24,11780.0,10.0,101,CRM Pro,Software,Salesperson_1,Asia,Outbound,Lost,False
O-102040,OPP-202040,C-4110,2023-01-13,,,290.0,,201,POS Terminal,Hardware,Salesperson_4,Asia,Inbound,Lost,True
O-102041,OPP-202041,C-2468,2023-01-12,2023-01-17,2023-01-17,,12.0,101,CRM Pro,Software,Salesperson_4,Europe,Partner,Qualified,False
O-102042,OPP-202042,C-1183,2023-04-05,2023-04-20,2023-04-20,5948.0,4.0,103,Sales Booster,Software,Salesperson_7,Europe,Outbound,Won,True
,OPP-202043,C-4287,2024-04-12,2024-05-03,2024-05-03,,6.0,201,POS Terminal,Hardware,Salesperson_10,Asia,,Qualified,True
O-102044,OPP-202044,C-1973,2024-01-17,2024-01-28,2024-01-28,744.0,2.0,101,CRM Pro,Software,Salesperson_3,Asia,Inbound,Lost,True
O-102045,OPP-202045,C-3292,2023-04-05,2023-04-27,2023-04-27,8096.0,11.0,201,POS Terminal,Hardware,Salesperson_2,Asia,Partner,Lead,False
O-102046,OPP-202046,C-4278,2024-10-31,,,13552.0,11.0,201,POS Terminal,Hardware,Salesperson_6,Asia,Partner,Lead,True
O-102047,OPP-202047,C-4684,2023-06-09,,,,8.0,101,CRM Pro,Software,Salesperson_3,Europe,Inbound,Qualified,False
O-102048,OPP-202048,C-4566,2024-09-05,2024-09-26,2024-09-26,3213.0,3.0,102,Analytics Suite,Software,Salesperson_8,North America,Partner,Qualified,True
O-102049,OPP-202049,C-4278,2024-06-09,2024-07-02,2024-07-02,4532.0,4.0,102,Analytics Suite,Software,Salesperson_7,Europe,Partner,Won,False
O-102050,OPP-202050,C-1063,2023-05-04,2023-05-11,2023-05-11,15422.0,11.0,201,POS Terminal,Hardware,Salesperson_8,Asia,,Qualified,True
O-102051,OPP-202051,C-4340,2023-10-11,,,858.0,2.0,101,CRM Pro,Software,Salesperson_10,Asia,Inbound,Won,
O-102052,OPP-202052,C-2951,2023-07-31,,,2990.0,10.0,102,Analytics Suite,Software,,North America,,Lead,False
O-102053,OPP-202053,C-4487,2024-01-04,2024-01-21,2024-01-21,5460.0,7.0,102,Analytics Suite,Software,Salesperson_8,Europe,Inbound,Qualified,True
O-102054,OPP-202054,C-3042,2024-01-25,2024-02-02,2024-02-02,8505.0,9.0,101,CRM Pro,Software,Salesperson_10,North America,,Lost,
O-102055,OPP-202055,C-1880,2023-01-16,2023-02-04,2023-02-04,6105.0,15.0,103,Sales Booster,Software,Salesperson_7,Europe,Partner,Won,False
O-102056,OPP-202056,C-4257,2024-01-16,2024-02-05,2024-02-05,3980.0,4.0,101,CRM Pro,Software,,Europe,Inbound,Lost,True
O-102057,OPP-202057,C-3204,2023-12-04,2023-12-15,2023-12-15,446.0,1.0,201,POS Terminal,Hardware,Salesperson_10,Europe,Partner,Lost,False
O-102058,OPP-202058,C-1510,2023-08-20,,,1617.0,7.0,201,POS Terminal,Hardware,Salesperson_6,North America,Outbound,Lead,True
O-102059,OPP-202059,C-1639,2024-01-07,2024-01-21,2024-01-21,14274.0,13.0,101,CRM Pro,Software,Salesperson_9,Asia,,Lead,True
O-102060,OPP-202060,C-3535,2023-02-21,2023-03-11,2023-03-11,11495.0,11.0,201,POS Terminal,Hardware,Salesperson_10,North America,Partner,Lead,True
O-102061,OPP-202061,C-2464,2023-03-28,2023-04-20,2023-04-20,11907.0,9.0,102,Analytics Suite,Software,Salesperson_5,North America,Partner,Won,False
O-102062,OPP-202062,C-3516,2023-06-28,2023-07-09,2023-07-09,1227.0,3.0,201,POS Terminal,Hardware,,Asia,Partner,Lost,False
O-102063,OPP-202063,C-4396,2023-05-18,2023-05-27,2023-05-27,7567.0,7.0,102,Analytics Suite,Software,Salesperson_10,Asia,Partner,Lead,False
O-102064,OPP-202064,C-2775,2023-07-29,2023-08-15,2023-08-15,10720.0,,101,CRM Pro,Software,Salesperson_2,Asia,,Won,True
O-102065,OPP-202065,C-3422,2024-11-05,,,4952.0,8.0,103,Sales Booster,Software,Salesperson_1,North America,Inbound,Lost,
O-102066,OPP-202066,C-4870,2024-09-16,2024-10-11,2024-10-11,3910.0,5.0,201,POS Terminal,Hardware,Salesperson_2,Asia,Outbound,Lead,True
O-102067,OPP-202067,C-4031,2023-02-01,2023-02-17,,,12.0,101,CRM Pro,Software,Salesperson_3,Europe,Partner,Lead,False
O-102068,OPP-202068,C-3515,2023-09-29,2023-10-18,2023-10-18,2982.0,14.0,201,POS Terminal,Hardware,Salesperson_10,North America,,Lost,True
O-102069,OPP-202069,C-4400,2023-03-02,2023-03-14,2023-03-14,,1.0,103,Sales Booster,Software,Salesperson_9,Europe,Inbound,Qualified,True
O-102070,OPP-202070,C-2538,2024-05-17,,,9856.0,11.0,103,Sales Booster,Software,Salesperson_5,Europe,,Won,False
O-102071,OPP-202071,C-3392,2024-03-25,2024-04-13,2024-04-13,18941.0,13.0,102,Analytics Suite,Software,Salesperson_4,North America,Outbound,Lost,False
O-102072,OPP-202072,C-3533,2023-09-05,2023-09-21,2023-09-21,8477.0,7.0,201,POS Terminal,Hardware,Salesperson_2,Europe,Inbound,Lead,
O-102073,OPP-202073,C-3713,2024-09-04,2024-09-14,2024-09-14,2886.0,6.0,103,Sales Booster,Software,Salesperson_3,Asia,Partner,Lead,
O-102074,OPP-202074,C-2631,2024-05-14,2024-05-31,2024-05-31,,3.0,102,Analytics Suite,Software,Salesperson_10,North America,Outbound,Qualified,False
O-102075,OPP-202075,C-3637,2023-08-18,2023-09-11,2023-09-11,,3.0,201,POS Terminal,Hardware,Salesperson_10,North America,,Won,False
O-102076,OPP-202076,C-2227,2023-08-13,2023-08-21,2023-08-21,3920.0,10.0,201,POS Terminal,Hardware,Salesperson_6,Europe,Outbound,Qualified,True
O-102077,OPP-202077,C-2501,2024-12-13,2024-12-26,2024-12-26,1690.0,13.0,103,Sales Booster,Software,Salesperson_8,Asia,Outbound,Lead,True
O-102078,OPP-202078,C-3968,2023-06-26,2023-07-14,2023-07-14,11430.0,9.0,101,CRM Pro,Software,Salesperson_5,Europe,Outbound,Lost,False
O-102079,OPP-202079,C-2755,2023-04-05,2023-04-30,2023-04-30,9198.0,,103,Sales Booster,Software,Salesperson_8,Europe,Outbound,Lead,False
O-102080,OPP-202080,C-1217,2023-08-02,2023-08-27,2023-08-27,18330.0,15.0,101,CRM Pro,Software,Salesperson_7,North America,Outbound,Lead,False
O-102081,OPP-202081,C-4231,2024-01-27,2024-02-16,2024-02-16,4438.0,14.0,101,CRM Pro,Software,Salesperson_7,Asia,Inbound,Lead,True
O-102082,OPP-202082,C-4618,2024-11-08,2024-11-30,2024-11-30,910.0,5.0,101,CRM Pro,Software,,North America,Inbound,Won,False
O-102083,OPP-202083,C-4798,2023-02-21,2023-03-02,2023-03-02,4014.0,3.0,101,CRM Pro,Software,Salesperson_6,Asia,,Qualified,False
O-102084,OPP-202084,C-3992,2023-05-22,,,532.0,1.0,101,CRM Pro,Software,Salesperson_9,Europe,Outbound,Lost,True
O-102085,OPP-202085,C-1268,2024-05-16,,,7070.0,10.0,201,POS Terminal,Hardware,Salesperson_1,Asia,Outbound,Lost,True
O-102086,OPP-202086,C-1322,2024-10-23,,,,10.0,201,POS Terminal,Hardware,Salesperson_6,Europe,Partner,Lost,False
O-102087,OPP-202087,C-2337,2024-03-09,2024-04-02,2024-04-02,10170.0,10.0,101,CRM Pro,Software,Salesperson_7,Europe,,Qualified,False
O-102088,OPP-202088,C-2320,2024-03-22,2024-03-31,2024-03-31,2884.0,2.0,102,Analytics Suite,Software,Salesperson_7,Asia,Partner,Qualified,True
O-102089,OPP-202089,C-4458,2024-05-28,,,9744.0,7.0,103,Sales Booster,Software,Salesperson_5,Europe,Partner,Won,False
O-102090,OPP-202090,C-4281,2024-10-28,2024-11-16,2024-11-16,8310.0,,103,Sales Booster,Software,Salesperson_1,Asia,,Lost,False
O-102091,OPP-202091,C-3955,2023-12-31,,,3064.0,8.0,201,POS Terminal,Hardware,Salesperson_6,North America,Inbound,Won,True
O-102092,OPP-202092,C-4742,2023-12-21,2024-01-05,2024-01-05,7974.0,6.0,101,CRM Pro,Software,,North America,Partner,Won,True
O-102093,OPP-202093,C-2290,2024-03-07,,,11759.0,11.0,102,Analytics Suite,Software,Salesperson_3,Asia,Outbound,Won,
O-102094,OPP-202094,C-3578,2024-10-14,2024-10-28,2024-10-28,7392.0,,101,CRM Pro,Software,Salesperson_8,North America,Inbound,Lost,True
O-102095,OPP-202095,C-1689,2023-12-16,2023-12-27,2023-12-27,3951.0,9.0,201,POS Terminal,Hardware,Salesperson_3,North America,Partner,Qualified,True
O-102096,OPP-202096,C-3942,2024-12-26,2025-01-11,2025-01-11,,4.0,201,POS Terminal,Hardware,Salesperson_4,Asia,Partner,Qualified,True
O-102097,OPP-202097,C-3268,2023-02-25,2023-03-18,2023-03-18,2466.0,,102,Analytics Suite,Software,Salesperson_6,North America,Outbound,Won,False
O-102098,OPP-202098,C-1005,2024-07-24,2024-08-16,2024-08-16,11565.0,15.0,103,Sales Booster,Software,Salesperson_1,Asia,,Won,
O-102099,OPP-202099,C-3827,2023-12-13,2023-12-19,2023-12-19,,15.0,103,Sales Booster,Software,Salesperson_3,Europe,Inbound,Won,True
O-102100,OPP-202100,C-1515,2023-08-08,,,,12.0,102,Analytics Suite,Software,Salesperson_7,Asia,Outbound,Qualified,False
O-102101,OPP-202101,C-2461,2023-04-13,2023-05-02,,,3.0,103,Sales Booster,Software,Salesperson_2,North America,Partner,Lead,False
O-102102,OPP-202102,C-2508,2024-10-05,2024-10-29,2024-10-29,1996.0,2.0,102,Analytics Suite,Software,Salesperson_4,Asia,Inbound,Won,False
O-102103,OPP-202103,C-1038,2024-12-04,2024-12-14,2024-12-14,2394.0,2.0,103,Sales Booster,Software,Salesperson_8,North America,,Lost,True
O-102104,OPP-202104,C-3126,2024-09-11,2024-09-28,2024-09-28,3514.0,14.0,102,Analytics Suite,Software,Salesperson_6,North America,,Qualified,True
O-102105,OPP-202105,C-1476,2024-01-27,,,2800.0,2.0,102,Analytics Suite,Software,,Asia,Inbound,Won,
O-102106,OPP-202106,C-4390,2024-10-03,2024-10-14,2024-10-14,1079.0,1.0,201,POS Terminal,Hardware,Salesperson_2,Europe,Partner,Lead,True
O-102107,OPP-202107,C-4818,2023-01-30,2023-02-08,2023-02-08,5328.0,8.0,102,Analytics Suite,Software,Salesperson_4,Europe,Inbound,Won,True
O-102108,OPP-202108,C-3539,2023-05-17,2023-06-06,2023-06-06,,8.0,103,Sales Booster,Software,Salesperson_7,Europe,Inbound,Lead,False
O-102109,OPP-202109,C-1625,2024-04-08,2024-04-22,2024-04-22,,4.0,102,Analytics Suite,Software,Salesperson_10,North America,Outbound,Lost,True
O-102110,OPP-202110,C-1074,2023-11-14,2023-11-28,2023-11-28,,1.0,201,POS Terminal,Hardware,Salesperson_4,Asia,,Lost,True
O-102111,OPP-202111,C-1209,2024-12-21,2025-01-15,2025-01-15,3115.0,5.0,102,Analytics Suite,Software,Salesperson_10,North America,,Qualified,
O-102112,OPP-202112,C-4196,2024-04-22,2024-05-09,2024-05-09,3653.0,13.0,103,Sales Booster,Software,Salesperson_10,Asia,,Won,False
O-102113,OPP-202113,C-4929,2024-04-30,2024-05-19,2024-05-19,,,101,CRM Pro,Software,Salesperson_2,North America,Partner,Qualified,False
O-102114,OPP-202114,C-2304,2024-05-29,2024-06-15,,762.0,2.0,101,CRM Pro,Software,Salesperson_1,Asia,,Lost,False
O-102115,OPP-202115,C-1256,2023-05-12,,,22110.0,15.0,101,CRM Pro,Software,Salesperson_2,Asia,,Lead,True
O-102116,OPP-202116,C-2983,2023-11-05,2023-11-22,,2028.0,12.0,101,CRM Pro,Software,Salesperson_10,Europe,Inbound,Qualified,True
O-102117,OPP-202117,C-3276,2024-03-28,,,10524.0,12.0,102,Analytics Suite,Software,,Asia,Outbound,Qualified,
O-102118,OPP-202118,C-1466,2024-05-06,,,,3.0,101,CRM Pro,Software,Salesperson_6,Europe,Partner,Lead,True
O-102119,OPP-202119,C-1695,2023-05-29,2023-06-12,2023-06-12,3465.0,15.0,102,Analytics Suite,Software,Salesperson_6,Asia,Outbound,Won,True
O-102120,OPP-202120,C-3518,2024-08-24,,,3332.0,,101,CRM Pro,Software,Salesperson_1,North America,Outbound,Won,False
O-102121,OPP-202121,C-3552,2024-01-25,2024-02-13,2024-02-13,1818.0,9.0,201,POS Terminal,Hardware,Salesperson_2,North America,Inbound,Lost,True
O-102122,OPP-202122,C-1547,2023-12-05,2023-12-15,,4992.0,4.0,101,CRM Pro,Software,,Asia,Outbound,Won,True
O-102123,OPP-202123,C-3431,2024-07-11,,,9549.0,9.0,201,POS Terminal,Hardware,Salesperson_6,Asia,Partner,Lost,False
O-102124,OPP-202124,C-4161,2024-05-31,,,5754.0,14.0,201,POS Terminal,Hardware,Salesperson_5,North America,Inbound,Lead,False
,OPP-202125,C-2422,2023-11-06,2023-11-21,2023-11-21,,,101,CRM Pro,Software,Salesperson_4,Europe,Partner,Won,True
O-102126,OPP-202126,C-1089,2024-01-19,,,10890.0,9.0,103,Sales Booster,Software,Salesperson_6,Europe,,Qualified,False
O-102127,OPP-202127,C-1532,2024-01-17,2024-02-10,2024-02-10,16140.0,,101,CRM Pro,Software,Salesperson_2,North America,Partner,Lead,True
O-102128,OPP-202128,C-1179,2023-09-21,2023-10-08,2023-10-08,,3.0,201,POS Terminal,Hardware,Salesperson_9,Asia,,Lost,False
O-102129,OPP-202129,C-1126,2023-04-03,,,13752.0,12.0,201,POS Terminal,Hardware,,Europe,Partner,Won,False
O-102130,OPP-202130,C-3270,2024-01-24,,,,,201,POS Terminal,Hardware,Salesperson_4,Europe,Partner,Won,False
